from_stop_id,to_stop_id,count,per_hour,avg_time,max_time,min_time,lines
2071,2078,4577,-95.3541666666667,00:01:09.682528,00:01:33.374296,00:00:50.554041,{42}
2074,2076,4112,-85.6666666666667,00:01:18.269321,00:01:48.202803,00:00:54.397843,{41}
2076,2115,3731,-77.7291666666667,00:00:49.578412,00:01:17.464729,00:00:24.784577,{41}
2077,2086,5736,-119.5,00:01:08.34625,00:01:31.198437,00:00:41.412956,{94}
2078,2087,4850,-101.041666666667,00:00:49.078754,00:01:13.050374,00:00:30.615531,{42}
2079,2107,4018,-83.7083333333333,00:01:19.820015,00:01:54.28572,00:00:54.563142,{41}
2080,4310,3497,-72.8541666666667,00:01:08.085384,00:01:37.036718,00:00:45.390584,{41}
2084,2085,5794,-120.708333333333,00:00:40.411177,00:01:16.473023,00:00:18.912416,{42}
2085,9876,5577,-116.1875,00:02:24.165803,00:03:07.099708,00:01:47.966611,{42}
2086,5426,6890,-143.541666666667,00:01:03.409972,00:01:53.119841,00:00:36.560368,{94}
2099,2112,3863,-80.4791666666667,00:01:18.392602,00:01:44.527287,00:00:54.506269,{43}
2103,2104,4012,-83.5833333333333,00:01:02.824081,00:01:39.649863,00:00:38.012532,{43}
2104,2116,3564,-74.25,00:01:35.851907,00:02:03.252167,00:01:07.593231,{43}
2107,2016,4015,-83.6458333333333,00:00:47.075094,00:01:05.703831,00:00:28.307225,{41}
2108,2110,4703,-97.9791666666667,00:01:07.489174,00:01:47.542797,00:00:37.350363,{43}
2109,2152,3860,-80.4166666666667,00:00:55.023497,00:01:43.482949,00:00:18.205987,{43}
2110,2140,3500,-72.9166666666667,00:01:39.167494,00:02:54.010079,00:00:55.314668,{43}
2112,2103,3826,-79.7083333333333,00:01:27.226736,00:02:23.965685,00:00:44.817912,{43}
2115,2080,4015,-83.6458333333333,00:01:13.645598,00:01:43.737963,00:00:40.846589,{41}
2116,2117,3520,-73.3333333333333,00:01:37.576047,00:02:08.48474,00:01:12.53894,{43}
2117,2118,3201,-66.6875,00:00:46.711831,00:01:08.627429,00:00:26.52896,{43}
2118,2119,2763,-57.5625,00:01:16.553325,00:01:54.093832,00:00:41.821382,{43}
2119,2120,3342,-69.625,00:01:25.119513,00:02:03.048749,00:00:54.993498,{43}
2120,2136,3673,-76.5208333333333,00:00:34.328584,00:01:02.765656,00:00:16.158935,{43}
2122,2128,4263,-88.8125,00:01:45.225699,00:02:27.378067,00:01:03.123597,{60}
2123,2124,3825,-79.6875,00:01:50.341094,00:02:46.34995,00:01:02.514479,{60}
2124,2125,4729,-98.5208333333333,00:00:35.569913,00:01:07.199173,00:00:16.411155,{60}
2125,1251,4437,-92.4375,00:01:26.92655,00:02:09.030653,00:00:54.400255,{60}
2128,2123,4652,-96.9166666666667,00:01:07.222836,00:01:49.320741,00:00:39.603249,{60}
2129,2134,3972,-82.75,00:01:19.310791,00:01:57.621723,00:00:53.765632,{60}
2131,2132,4557,-94.9375,00:00:38.549919,00:01:13.336148,00:00:19.136396,{60}
2132,2133,4802,-100.041666666667,00:01:08.060538,00:02:01.332002,00:00:32.810148,{60}
2133,2129,4093,-85.2708333333333,00:01:53.779443,00:02:43.689387,00:01:05.334346,{60}
2134,6406,4105,-85.5208333333333,00:01:36.222046,00:02:14.266185,00:01:03.211847,{60}
2136,2137,3550,-73.9583333333333,00:01:04.821268,00:01:45.68945,00:00:28.773457,{43}
2137,2138,3704,-77.1666666666667,00:00:43.676834,00:01:38.213366,00:00:13.076414,{43}
2138,2109,2930,-61.0416666666667,00:00:53.821638,00:01:27.198886,00:00:21.848682,{43}
2140,2142,3487,-72.6458333333333,00:00:58.569753,00:01:50.934961,00:00:24.456845,{43}
2142,2143,3263,-67.9791666666667,00:00:54.963065,00:01:21.684289,00:00:27.464538,{43}
2143,2144,3588,-74.75,00:00:55.393316,00:01:25.215158,00:00:32.974548,{43}
2144,2145,3488,-72.6666666666667,00:00:59.322211,00:01:33.332236,00:00:38.348188,{43}
2145,2146,3197,-66.6041666666667,00:01:36.021515,00:02:05.360057,00:01:04.819752,{43}
2146,2147,3958,-82.4583333333333,00:01:15.289199,00:01:42.952487,00:00:52.796676,{43}
2147,2156,3913,-81.5208333333333,00:01:49.443087,00:02:38.169757,00:01:18.175815,{43}
2151,2153,2137,-44.5208333333333,00:00:20.065126,00:00:38.626993,00:00:14.423533,{43}
2152,1742,2996,-62.4166666666667,00:00:58.774078,00:01:39.136529,00:00:31.577938,{43}
2153,1739,4032,-84,00:01:14.259878,00:01:43.674,00:00:44.490951,{43}
2156,2157,3783,-78.8125,00:01:11.109673,00:01:40.532508,00:00:41.135606,{43}
2157,2161,4108,-85.5833333333333,00:00:59.205989,00:01:27.063454,00:00:39.055019,{43}
2161,2167,3357,-69.9375,00:01:09.1942,00:01:37.577481,00:00:46.456974,{43}
2167,2168,3984,-83,00:01:19.499352,00:01:45.628842,00:00:57.236664,{43}
2168,2169,3448,-71.8333333333333,00:01:43.688275,00:06:41.21752,00:00:18.161056,{43}
2169,1953,4888,-101.833333333333,00:00:28.758546,00:00:59.141361,00:00:15.007789,{43}
2181,1227,1179,-24.5625,00:00:20.031469,00:00:28.013665,00:00:14.630524,{46}
2200,2201,8956,-186.583333333333,00:01:39.087443,00:02:09.257776,00:01:03.213406,"{3,47}"
2201,5770,9572,-199.416666666667,00:01:17.610373,00:01:55.054231,00:00:46.842896,"{3,47}"
2203,2207,6482,-135.041666666667,00:01:36.023871,00:02:04.109334,00:01:05.427786,"{47,58}"
2204,2237,3520,-73.3333333333333,00:01:42.623449,00:02:21.431021,00:01:00.872798,{58}
2204,5291,3686,-76.7916666666667,00:01:16.700277,00:02:02.811002,00:00:40.671138,{47}
2207,9025,7196,-149.916666666667,00:00:58.83699,00:01:24.978234,00:00:37.970739,"{47,58}"
2209,2835,7869,-163.9375,00:00:59.578949,00:02:01.503985,00:00:16.586711,"{47,88}"
2212,2255,4157,-86.6041666666667,00:01:53.179769,00:03:01.101,00:01:08.294679,{86}
2214,2215,5745,-119.6875,00:01:46.763934,00:03:16.470773,00:00:53.933062,{46}
2215,2216,5509,-114.770833333333,00:01:56.292343,00:02:49.083038,00:01:16.805049,{46}
2216,2217,6338,-132.041666666667,00:02:01.181983,00:02:59.590932,00:01:19.95562,{46}
2217,2218,12071,-251.479166666667,00:01:54.175268,00:02:42.592411,00:01:06.611339,"{46,81}"
2218,6809,11638,-242.458333333333,00:01:42.187957,00:02:49.057721,00:00:52.027979,"{46,81}"
2220,2535,11900,-247.916666666667,00:01:43.721236,00:02:29.400559,00:01:01.565267,"{46,81}"
2223,6484,6044,-125.916666666667,00:00:59.084901,00:01:23.885356,00:00:39.239439,{49}
2225,2226,5409,-112.6875,00:01:18.247008,00:01:54.410197,00:00:51.809399,{49}
2226,2521,4950,-103.125,00:01:46.072604,00:02:25.695915,00:01:08.146426,{49}
2237,2238,3725,-77.6041666666667,00:01:33.282863,00:02:01.395739,00:01:01.535371,{58}
2238,2239,3906,-81.375,00:00:57.472777,00:01:32.788626,00:00:35.289472,{58}
2239,2898,4100,-85.4166666666667,00:01:59.384464,00:04:00.841719,00:00:51.156575,{58}
2241,6258,9801,-204.1875,00:01:28.124819,00:01:56.867056,00:01:04.248467,"{25,62}"
2242,2244,8845,-184.270833333333,00:01:06.486771,00:03:20.989703,00:00:15.60671,{25}
2242,5354,5327,-110.979166666667,00:01:31.605391,00:03:20.61432,00:00:18.475074,{62}
2243,5354,7265,-151.354166666667,00:01:18.478384,00:01:58.902965,00:00:53.362669,{7}
2244,821,6771,-141.0625,00:02:07.338482,00:02:46.790258,00:01:33.210394,{25}
2245,1063,4122,-85.875,00:01:21.544026,00:02:25.309272,00:00:37.217573,{86}
2246,821,7420,-154.583333333333,00:02:05.204482,00:02:42.782355,00:01:33.193262,{7}
2247,3761,5256,-109.5,00:02:44.501182,00:03:40.493066,00:01:50.319159,{63}
2250,3216,6530,-136.041666666667,00:01:25.925115,00:02:06.204624,00:00:55.142532,{63}
2252,6483,5094,-106.125,00:01:07.28225,00:01:24.375863,00:00:44.336157,{49}
2254,2256,6346,-132.208333333333,00:01:26.403755,00:02:02.648621,00:00:58.944058,{49}
2255,2245,3713,-77.3541666666667,00:00:56.451318,00:01:30.072939,00:00:25.131249,{86}
2256,2257,13459,-280.395833333333,00:01:52.672004,00:02:52.328906,00:01:10.562557,"{46,81}"
2256,2562,5589,-116.4375,00:01:50.378729,00:02:49.358687,00:01:09.719321,{49}
2257,6858,12874,-268.208333333333,00:01:23.298677,00:02:05.16212,00:00:44.473558,"{46,81}"
2259,2260,13518,-281.625,00:01:57.966626,00:02:28.083198,00:01:27.350974,"{46,81}"
2260,2261,6355,-132.395833333333,00:01:48.09119,00:02:36.791343,00:01:11.479367,{46}
2260,6860,8379,-174.5625,00:01:26.152502,00:02:01.563192,00:00:55.234889,{81}
2261,2262,5033,-104.854166666667,00:01:56.28885,00:02:57.03329,00:01:12.008716,{46}
2262,2263,4751,-98.9791666666667,00:01:45.91606,00:02:24.579192,00:01:05.841075,{46}
2263,2264,5211,-108.5625,00:01:48.103449,00:02:23.468568,00:01:14.420302,{46}
2264,2255,4826,-100.541666666667,00:01:21.891358,00:01:51.078799,00:00:51.686361,{46}
2266,6447,2154,-44.875,00:00:20.060356,00:00:38.194596,00:00:13.117367,{86}
2268,1703,9313,-194.020833333333,00:00:38.6047,00:01:06.456974,00:00:18.354092,"{48,95}"
2269,1052,4037,-84.1041666666667,00:01:34.35714,00:02:33.005448,00:00:53.711913,{88}
2269,1082,2722,-56.7083333333333,00:02:56.127997,00:04:22.735025,00:01:54.839393,{58}
2269,9026,3688,-76.8333333333333,00:01:28.033457,00:02:21.744067,00:00:44.661132,{47}
2271,2204,6249,-130.1875,00:01:05.243976,00:01:45.200374,00:00:33.387638,"{47,58}"
2278,2268,2928,-61,00:00:20.064381,00:00:37.196703,00:00:12.204149,{95}
2279,2268,3611,-75.2291666666667,00:00:20.153388,00:00:38.667237,00:00:12.11579,{48}
2283,1113,9426,-196.375,00:00:57.807536,00:01:40.109973,00:00:23.684545,"{27,80}"
2286,6462,2997,-62.4375,00:00:22.208145,00:00:47.588252,00:00:06.431675,{81}
2287,1156,15726,-327.625,00:01:49.123948,00:02:59.050626,00:00:59.124223,"{22,27,61,80}"
2289,2287,5011,-104.395833333333,00:00:23.026336,00:00:46.976707,00:00:12.980346,"{22,61}"
2290,1760,6390,-133.125,00:01:27.398599,00:02:57.460646,00:00:39.455476,{34}
2291,1718,5654,-117.791666666667,00:01:37.879034,00:02:46.724766,00:00:54.624872,{34}
2292,2908,6367,-132.645833333333,00:01:24.449343,00:02:29.490377,00:00:44.442842,{64}
2294,2987,5747,-119.729166666667,00:01:16.368279,00:02:05.794485,00:00:43.058962,{64}
2295,2296,17563,-365.895833333333,00:00:20.027488,00:00:31.991507,00:00:12.906186,"{29,66,71}"
2296,6444,7946,-165.541666666667,00:01:54.762605,00:02:40.942681,00:01:11.159174,{71}
2296,6445,6653,-138.604166666667,00:01:48.071761,00:02:37.495921,00:01:06.974229,"{29,66}"
2299,2311,6110,-127.291666666667,00:01:16.969711,00:10:01.861323,00:00:13.023267,{47}
2300,2318,6885,-143.4375,00:01:15.6349,00:01:45.542949,00:00:41.900222,{3}
2300,2828,2340,-48.75,00:01:13.993308,00:01:47.059666,00:00:49.484247,{47}
2301,2295,2690,-56.0416666666667,00:02:15.293023,00:03:03.314092,00:01:31.093318,{71}
2301,2302,12595,-262.395833333333,00:01:25.902142,00:02:16.800035,00:00:48.437258,"{29,66,86}"
2302,2303,4449,-92.6875,00:01:26.561922,00:02:39.136035,00:00:34.482383,{86}
2303,3320,4000,-83.3333333333333,00:01:06.799556,00:01:56.812344,00:00:37.604929,{86}
2304,2305,1488,-31,00:00:48.879351,00:01:14.637329,00:00:33.504245,{57}
2305,2326,1790,-37.2916666666667,00:00:53.752155,00:01:31.272482,00:00:31.40201,{57}
2306,2322,3399,-70.8125,00:00:22.145416,00:00:41.469153,00:00:11.76072,{48}
2308,3058,1827,-38.0625,00:00:47.664701,00:02:19.914763,00:00:17.726882,{57}
2309,2299,5254,-109.458333333333,00:00:37.854227,00:01:12.913418,00:00:16.79955,{47}
2311,2312,5543,-115.479166666667,00:00:50.450575,00:01:19.457318,00:00:32.407635,{47}
2312,2313,11338,-236.208333333333,00:01:04.986692,00:01:43.387869,00:00:36.132591,"{47,53}"
2313,2314,7052,-146.916666666667,00:01:04.180041,00:01:42.50339,00:00:36.670923,{47}
2313,2365,3565,-74.2708333333333,00:01:56.074272,00:02:24.977987,00:01:26.139095,{53}
2314,2315,5849,-121.854166666667,00:01:36.907497,00:02:12.030966,00:01:02.364325,{47}
2315,2316,7275,-151.5625,00:01:16.507842,00:01:42.657428,00:00:43.988896,"{47,57}"
2316,2317,7571,-157.729166666667,00:00:57.192717,00:01:25.689369,00:00:28.437403,"{47,57}"
2317,3064,4323,-90.0625,00:01:10.968739,00:02:05.019061,00:00:34.662055,"{47,57}"
2318,6103,9578,-199.541666666667,00:01:17.799671,00:01:57.986085,00:00:46.25012,"{3,47}"
2319,1482,3766,-78.4583333333333,00:00:57.617509,00:01:25.056092,00:00:35.373749,{75}
2319,2518,5854,-121.958333333333,00:01:14.116201,00:01:40.210974,00:00:47.076749,{46}
2322,2455,5968,-124.333333333333,00:01:18.636295,00:01:44.096609,00:00:56.994628,{48}
2323,2373,4944,-103,00:01:38.553578,00:02:12.418642,00:01:10.075173,{46}
2325,2370,1791,-37.3125,00:00:55.979467,00:01:24.945038,00:00:36.511916,{57}
2326,1084,2008,-41.8333333333333,00:00:49.402624,00:02:05.856871,00:00:14.734556,{57}
2327,3061,2225,-46.3541666666667,00:00:44.913756,00:01:22.769806,00:00:16.473816,{57}
2329,3002,4404,-91.75,00:00:57.042499,00:02:00.649659,00:00:19.676935,"{47,57}"
2330,2829,1674,-34.875,00:00:59.692117,00:01:35.25387,00:00:37.827343,{47}
2330,3001,1022,-21.2916666666667,00:01:44.382376,00:02:22.786012,00:01:00.89816,{57}
2331,6077,7185,-149.6875,00:01:55.203184,00:02:43.900021,00:01:15.027575,{81}
2333,2465,7100,-147.916666666667,00:02:21.673707,00:03:23.892932,00:01:26.663358,{48}
2333,6077,4117,-85.7708333333333,00:01:52.912286,00:02:40.483687,00:01:17.262039,{97}
2334,2404,10846,-225.958333333333,00:01:17.598387,00:01:47.090624,00:00:51.30872,"{48,97}"
2336,2334,4815,-100.3125,00:01:04.314432,00:01:51.732959,00:00:26.955799,{97}
2336,6165,6644,-138.416666666667,00:02:06.628234,00:02:57.801418,00:01:20.947752,{81}
2345,2346,4897,-102.020833333333,00:01:38.403453,00:02:25.026005,00:00:55.5132,{66}
2346,3454,4406,-91.7916666666667,00:01:07.919527,00:01:27.077748,00:00:45.001741,{66}
2351,3562,1876,-39.0833333333333,00:03:50.306279,00:05:02.180916,00:02:19.17386,{71}
2352,2329,3947,-82.2291666666667,00:01:20.524838,00:02:11.646269,00:00:41.190918,"{47,57}"
2352,2823,4448,-92.6666666666667,00:01:18.159329,00:01:51.932762,00:00:48.31122,{53}
2355,1984,6806,-141.791666666667,00:02:22.424415,00:07:40.406722,00:00:17.908663,{43}
2358,2359,8240,-171.666666666667,00:00:56.729932,00:01:21.344605,00:00:31.264442,"{47,57}"
2359,2360,9617,-200.354166666667,00:01:16.032037,00:02:07.746313,00:00:34.125674,"{47,57}"
2360,2361,5740,-119.583333333333,00:01:22.701119,00:01:59.08729,00:00:53.394179,{47}
2360,3003,1859,-38.7291666666667,00:01:29.453948,00:02:42.524951,00:00:37.978992,{57}
2361,2362,6327,-131.8125,00:01:19.986884,00:01:58.478635,00:00:56.354399,{47}
2362,2363,10646,-221.791666666667,00:00:59.879179,00:01:37.238164,00:00:38.972908,"{47,53}"
2363,2364,4880,-101.666666666667,00:00:46.418124,00:01:10.579055,00:00:24.995818,{47}
2363,2852,4827,-100.5625,00:00:56.340656,00:01:23.128281,00:00:33.065373,{53}
2364,2377,5067,-105.5625,00:00:59.706786,00:01:34.863187,00:00:35.091829,{47}
2365,2827,4022,-83.7916666666667,00:00:57.823616,00:01:22.180343,00:00:35.768031,{53}
2370,2371,1153,-24.0208333333333,00:00:39.92666,00:00:57.956818,00:00:22.227218,"{57,88}"
2371,1392,1834,-38.2083333333333,00:00:59.534424,00:01:35.381559,00:00:29.886408,"{57,88}"
2373,2375,4244,-88.4166666666667,00:01:08.597234,00:01:33.325404,00:00:45.852792,{46}
2375,1490,3192,-66.5,00:01:56.798699,00:02:32.542542,00:01:22.996752,{75}
2375,3713,4073,-84.8541666666667,00:01:30.398736,00:01:58.864524,00:01:03.834416,{46}
2376,1077,1845,-38.4375,00:00:51.744998,00:02:21.57979,00:00:16.729325,{57}
2377,2318,5358,-111.625,00:00:45.101623,00:01:24.196339,00:00:12.742666,{47}
2402,2334,6187,-128.895833333333,00:02:24.80929,00:03:34.282269,00:01:35.266058,{48}
2404,5115,10045,-209.270833333333,00:00:51.064925,00:01:17.612659,00:00:34.421378,"{48,97}"
2407,2408,6469,-134.770833333333,00:01:17.317035,00:01:45.907609,00:00:49.355748,{48}
2408,2957,5944,-123.833333333333,00:00:47.921616,00:01:15.328525,00:00:30.039673,{48}
2409,722,5472,-114,00:01:53.410164,00:02:58.37701,00:01:17.059672,{51}
2410,2411,5163,-107.5625,00:01:15.959923,00:02:00.003507,00:00:40.873517,{48}
2411,2937,7929,-165.1875,00:00:45.655317,00:01:03.070702,00:00:22.028417,"{48,54}"
2412,2413,5260,-109.583333333333,00:01:10.397903,00:01:36.933056,00:00:49.088658,{48}
2413,2414,6311,-131.479166666667,00:00:58.6305,00:01:30.828439,00:00:32.763018,{48}
2414,2415,5455,-113.645833333333,00:01:16.47149,00:01:47.173519,00:00:50.538822,{48}
2415,2452,2981,-62.1041666666667,00:01:35.656213,00:02:06.949932,00:01:02.67384,{48}
2418,2402,6653,-138.604166666667,00:01:49.23412,00:03:24.248415,00:00:47.241016,{48}
2418,2467,4048,-84.3333333333333,00:01:01.600256,00:01:41.139461,00:00:30.670406,{27}
2455,2954,6839,-142.479166666667,00:01:05.127577,00:01:41.036247,00:00:36.771489,{48}
2456,2457,6752,-140.666666666667,00:00:56.694529,00:01:28.420755,00:00:32.817702,{48}
2456,2955,4183,-87.1458333333333,00:00:53.784588,00:01:20.023317,00:00:34.708006,{54}
2457,5858,6415,-133.645833333333,00:01:46.118338,00:02:36.038676,00:01:07.38931,{48}
2459,2460,6024,-125.5,00:00:46.3663,00:01:07.035889,00:00:26.152084,{48}
2460,2462,6154,-128.208333333333,00:01:17.888849,00:01:57.388444,00:00:48.114841,{48}
2462,2463,12698,-264.541666666667,00:00:57.845793,00:01:25.599515,00:00:34.316373,"{48,97}"
2463,2333,10431,-217.3125,00:01:11.827902,00:01:40.061208,00:00:44.87554,"{48,97}"
2465,2467,6844,-142.583333333333,00:02:00.101503,00:02:58.457345,00:01:19.259728,{48}
2467,1125,8918,-185.791666666667,00:02:10.685715,00:03:07.520254,00:01:20.207015,"{27,48}"
2498,6869,4146,-86.375,00:01:25.118311,00:02:07.016668,00:00:57.759969,{88}
2502,2503,10084,-210.083333333333,00:01:25.811139,00:02:05.225787,00:00:48.085054,"{49,88}"
2503,2504,10962,-228.375,00:01:46.410009,00:02:23.152259,00:01:15.935796,"{49,88}"
2504,2505,11223,-233.8125,00:01:01.083763,00:01:46.257301,00:00:26.996774,"{49,88}"
2505,2506,6663,-138.8125,00:01:55.294712,00:03:01.142782,00:01:12.316471,{49}
2505,2515,3797,-79.1041666666667,00:02:27.301734,00:03:33.782708,00:01:34.967727,{88}
2506,2507,6893,-143.604166666667,00:01:12.140286,00:02:03.827996,00:00:34.221129,{49}
2507,2508,6649,-138.520833333333,00:01:11.081284,00:01:52.894979,00:00:39.303749,{49}
2508,2509,6507,-135.5625,00:01:29.815091,00:02:07.330424,00:00:54.882181,{49}
2509,2510,5778,-120.375,00:01:14.078095,00:01:40.197639,00:00:48.095492,{49}
2510,2511,6802,-141.708333333333,00:01:25.577116,00:02:00.639437,00:00:58.346884,{49}
2511,2512,6179,-128.729166666667,00:00:54.897851,00:01:25.24683,00:00:32.923741,{49}
2512,2513,6206,-129.291666666667,00:01:00.193179,00:01:39.775713,00:00:37.065696,{49}
2513,2514,5275,-109.895833333333,00:01:16.406221,00:01:44.858256,00:00:51.008628,{49}
2514,2522,6152,-128.166666666667,00:01:51.830042,00:03:14.665487,00:00:57.112021,{49}
2515,2498,4479,-93.3125,00:00:55.001156,00:01:22.217473,00:00:34.510741,{88}
2518,2256,7072,-147.333333333333,00:02:02.814837,00:03:07.166652,00:01:15.811848,{46}
2519,4116,5249,-109.354166666667,00:01:49.660089,00:02:27.083401,00:01:18.287807,{87}
2521,2523,5776,-120.333333333333,00:00:53.296721,00:01:26.878273,00:00:22.902799,{49}
2522,2536,5615,-116.979166666667,00:01:14.616384,00:01:44.755849,00:00:45.539818,{49}
2523,2524,6174,-128.625,00:01:07.325645,00:01:57.244288,00:00:35.376863,{49}
2524,5159,8346,-173.875,00:02:08.00358,00:02:53.843134,00:01:29.791194,"{49,50}"
2528,2541,3176,-66.1666666666667,00:01:19.601918,00:02:23.281424,00:00:39.022935,{78}
2531,2539,4572,-95.25,00:00:20.097747,00:00:38.26868,00:00:12.548346,"{49,50}"
2532,2533,5158,-107.458333333333,00:01:12.203078,00:01:40.216768,00:00:42.457205,{49}
2533,2534,6402,-133.375,00:01:01.947635,00:01:42.051855,00:00:28.746723,{49}
2534,3709,6127,-127.645833333333,00:02:03.87001,00:03:13.41503,00:01:18.153897,{49}
2535,2223,5937,-123.6875,00:01:36.963472,00:02:46.12702,00:00:52.928229,{49}
2535,2323,6304,-131.333333333333,00:01:25.955019,00:02:24.978645,00:00:40.411954,{46}
2535,6810,6454,-134.458333333333,00:01:15.268694,00:01:46.318639,00:00:47.266403,{81}
2536,1207,5582,-116.291666666667,00:01:32.27385,00:02:02.516841,00:01:00.303687,{49}
2536,1259,5222,-108.791666666667,00:01:37.129884,00:02:07.402397,00:01:03.490593,{89}
2539,2544,19024,-396.333333333333,00:01:21.377927,00:02:24.772088,00:00:27.362972,"{32,49,50,82}"
2539,6099,5873,-122.354166666667,00:02:06.083604,00:02:48.543574,00:01:21.558279,{81}
2541,6862,2573,-53.6041666666667,00:03:15.271558,00:04:59.605815,00:02:17.112253,{78}
2544,2548,17593,-366.520833333333,00:00:57.37297,00:01:21.0528,00:00:35.712857,"{32,49,50,82}"
2545,4131,3712,-77.3333333333333,00:01:49.900839,00:02:28.21345,00:01:02.671828,{53}
2546,2551,6588,-137.25,00:01:30.944465,00:02:11.671947,00:00:58.899611,{49}
2546,2555,4669,-97.2708333333333,00:01:20.107557,00:01:53.186837,00:00:56.972997,{50}
2548,2553,8874,-184.875,00:00:47.507548,00:01:06.265839,00:00:26.241023,"{49,50}"
2548,5718,6529,-136.020833333333,00:00:55.465569,00:01:29.125876,00:00:34.917109,"{32,82}"
2550,2252,5016,-104.5,00:01:36.760163,00:02:12.081897,00:01:05.944484,{49}
2551,2556,5865,-122.1875,00:01:00.888986,00:01:22.311567,00:00:39.929124,{49}
2553,2546,9675,-201.5625,00:01:17.197157,00:01:48.172614,00:00:49.699647,"{49,50}"
2555,1015,4418,-92.0416666666667,00:01:36.181393,00:02:10.364299,00:01:07.647674,{50}
2556,2557,5099,-106.229166666667,00:00:48.024713,00:01:08.370589,00:00:26.615632,{49}
2557,2550,4366,-90.9583333333333,00:01:39.535588,00:02:19.541808,00:01:02.572625,{49}
2560,2561,5565,-115.9375,00:01:39.134399,00:02:14.226568,00:01:13.190306,{49}
2561,1257,5605,-116.770833333333,00:01:13.845239,00:01:40.922096,00:00:46.039618,{49}
2562,2560,6149,-128.104166666667,00:00:56.108971,00:01:26.013462,00:00:30.62858,{49}
2564,2565,6042,-125.875,00:01:41.782573,00:02:24.090098,00:01:01.397273,{49}
2565,2566,5721,-119.1875,00:01:40.556502,00:02:21.706068,00:01:06.440307,{49}
2566,2567,5256,-109.5,00:00:46.763205,00:01:03.568786,00:00:25.902005,{49}
2567,2568,5330,-111.041666666667,00:00:49.905034,00:01:19.855366,00:00:28.41835,{49}
2568,2569,6704,-139.666666666667,00:01:26.629438,00:02:06.659632,00:00:56.20642,{49}
2569,2570,6876,-143.25,00:01:14.483285,00:02:03.620469,00:00:37.467449,{49}
2570,2571,5067,-105.5625,00:01:41.549318,00:02:15.943803,00:01:03.821364,{49}
2571,2572,5080,-105.833333333333,00:00:56.697902,00:01:24.770979,00:00:32.36202,{49}
2572,2573,6266,-130.541666666667,00:00:31.815991,00:01:00.351549,00:00:13.650619,{49}
2573,2574,6160,-128.333333333333,00:02:09.804111,00:03:26.93895,00:01:19.249484,{49}
2574,2575,8804,-183.416666666667,00:01:15.822688,00:01:49.585351,00:00:42.941624,"{49,88}"
2575,2576,9345,-194.6875,00:01:20.009377,00:01:57.793083,00:00:55.917266,"{49,88}"
2576,9027,9629,-200.604166666667,00:01:29.171696,00:02:09.373092,00:00:57.225303,"{49,88}"
2577,2863,2504,-52.1666666666667,00:00:39.40181,00:00:56.835109,00:00:20.861371,{53}
2579,2564,6901,-143.770833333333,00:01:30.173947,00:02:27.98626,00:00:49.830235,{49}
2584,2586,3928,-81.8333333333333,00:00:54.15301,00:01:23.842586,00:00:27.876198,{88}
2586,2574,3564,-74.25,00:01:45.437691,00:02:32.471658,00:01:08.982439,{88}
2603,2604,12289,-256.020833333333,00:00:57.143277,00:01:38.051348,00:00:22.722468,"{32,82,97}"
2604,5121,11679,-243.3125,00:00:55.246795,00:01:30.638461,00:00:26.940109,"{32,82,97}"
2608,5721,13342,-277.958333333333,00:00:48.121967,00:01:14.795762,00:00:27.086565,"{32,50,82,97}"
2609,2611,5065,-105.520833333333,00:00:43.81892,00:01:26.758723,00:00:16.145533,{50}
2610,9686,1914,-39.875,00:02:35.925434,00:03:31.981652,00:01:54.379152,{98}
2611,9651,4153,-86.5208333333333,00:03:57.859394,00:05:19.573128,00:02:52.976704,{50}
2659,2661,3284,-68.4166666666667,00:00:49.701826,00:01:14.999267,00:00:30.835834,{50}
2660,5923,1989,-41.4375,00:01:18.954944,00:01:46.865633,00:00:56.745515,{98}
2661,2662,3552,-74,00:00:47.653397,00:01:13.381691,00:00:22.631874,{50}
2662,2663,4589,-95.6041666666667,00:01:11.173584,00:02:09.177482,00:00:34.942355,{50}
2663,2669,15419,-321.229166666667,00:00:52.105288,00:01:25.544289,00:00:20.527703,"{32,50,82,97}"
2664,2609,3232,-67.3333333333333,00:00:45.097328,00:01:00.35834,00:00:22.014723,{50}
2665,5152,14651,-305.229166666667,00:01:37.888335,00:02:15.022238,00:01:07.499218,"{32,50,82,97}"
2667,2668,10692,-222.75,00:00:51.6845,00:01:16.279112,00:00:35.285446,"{32,82,97}"
2668,5155,10320,-215,00:01:07.483352,00:01:28.233072,00:00:45.7261,"{32,82,97}"
2669,2665,16477,-343.270833333333,00:01:21.487284,00:01:51.912888,00:00:58.401082,"{32,50,82,97}"
2670,2671,15012,-312.75,00:01:26.09095,00:02:13.622637,00:00:52.907445,"{32,49,50,82}"
2671,636,14338,-298.708333333333,00:01:29.29837,00:02:07.444398,00:00:59.108786,"{32,81,82}"
2672,2670,14014,-291.958333333333,00:00:47.579489,00:01:13.063077,00:00:23.802202,"{32,49,50,82}"
2701,1929,2394,-49.875,00:00:20.054905,00:00:34.228417,00:00:15.779631,{60}
2702,2703,4503,-93.8125,00:00:30.443489,00:00:56.835737,00:00:16.51643,{60}
2703,2704,3918,-81.625,00:00:46.119086,00:01:05.668118,00:00:22.103846,{60}
2704,2705,5306,-110.541666666667,00:01:02.891901,00:01:47.639632,00:00:25.890606,{60}
