Nom;ID;Latitude;Longitude;Coordonnées
BAILLI;5475;50.827628;4.363359;50.827628, 4.363359
BARA;6068;50.838807;4.337051;50.838807, 4.337051
BARA;6069;50.838815;4.336341;50.838815, 4.336341
BARA;6806;50.838726;4.337164;50.838726, 4.337164
BARA;6705F;50.838807;4.337264;50.838807, 4.337264
BARRIERE;2333F;50.826834;4.344013;50.826834, 4.344013
BASILIX;4101;50.872707;4.298342;50.872707, 4.298342
BASTOGNE;7383;50.860779;4.317620;50.860779, 4.31762
BEAUTE;2560;50.839235;4.306882;50.839235, 4.306882
BEEKKANT;8742;50.853302;4.323138;50.853302, 4.323138
BEEKKANT;8743;50.853455;4.323024;50.853455, 4.323024
BELGICA;5009;50.867474;4.336066;50.867474, 4.336066
BELGICA;5009F;50.867465;4.336080;50.867465, 4.33608
BELLIARD;1217;50.842083;4.371308;50.842083, 4.371308
BEMPT;2608;50.802176;4.316292;50.802176, 4.316292
BEMPT;2608F;50.802167;4.316250;50.802167, 4.31625
BENS;5855;50.807829;4.336901;50.807829, 4.336901
BENS;5855F;50.807873;4.336872;50.807873, 4.336872
BERCHEM STATION;1279;50.872118;4.290344;50.872118, 4.290344
BERKENDAEL;6209;50.818016;4.346104;50.818016, 4.346104
BERKENDAEL;6253;50.817656;4.346161;50.817656, 4.346161
BESME;5109;50.863470;4.325273;50.86347, 4.325273
BESME;7454;50.863560;4.324790;50.86356, 4.32479
BICOQUE;9777;50.912100;4.418563;50.9121, 4.418563
BIGARREAUX;1959;50.784023;4.332989;50.784023, 4.332989
BLYCKAERTS;1881;50.832968;4.375521;50.832968, 4.375521
BOCKSTAEL;4121;50.877527;4.347767;50.877527, 4.347767
BOCKSTAEL;4122;50.877724;4.347412;50.877724, 4.347412
BOCKSTAEL;4130F;50.877509;4.347767;50.877509, 4.347767
BOILEAU;0906;50.833456;4.405462;50.833456, 4.405462
BOLLINCKX;3851;50.813408;4.307128;50.813408, 4.307128
BON AIR;1486;50.836121;4.273425;50.836121, 4.273425
BOONDAEL GARE;5451;50.801429;4.392995;50.801429, 4.392995
BORNE;6702;50.855455;4.335193;50.855455, 4.335193
BOSSUET;3114;50.853832;4.373510;50.853832, 4.37351
BOTANIQUE;6438;50.853715;4.365628;50.853715, 4.365628
BOULEAUX;1840;50.836980;4.467233;50.83698, 4.467233
BOULEVARD INTERNATIONAL;3860;50.816213;4.307777;50.816213, 4.307777
BOURGET;3328;50.878284;4.432153;50.878284, 4.432153
BOURSE;2265;50.848652;4.347481;50.848652, 4.347481
BOURSE;5293;50.845776;4.349357;50.845776, 4.349357
BOZAR;3502;50.844123;4.359055;50.844123, 4.359055
BRABANCONNE;2973;50.851844;4.387526;50.851844, 4.387526
BRAVES;1955;50.773650;4.335917;50.77365, 4.335917
BREESCH;2577;50.877418;4.342012;50.877418, 4.342012
BRILLANT;4293;50.811909;4.401855;50.811909, 4.401855
BRUXELLES X;3861;50.827832;4.315242;50.827832, 4.315242
BUEDTS;1714;50.828191;4.393776;50.828191, 4.393776
BUEDTS;1762;50.828515;4.393379;50.828515, 4.393379
BUISSONNETS;5705;50.891291;4.368867;50.891291, 4.368867
BUISSONNETS;5772;50.891543;4.368341;50.891543, 4.368341
BUYL;3478;50.818053;4.379821;50.818053, 4.379821
BUYL;3479F;50.817883;4.379126;50.817883, 4.379126
CARREFOUR STALLE;5920;50.795966;4.320384;50.795966, 4.320384
CARREFOUR STALLE;5921F;50.795930;4.320966;50.79593, 4.320966
CERIA;1477;50.816266;4.290210;50.816266, 4.29021
CERIA;8661;50.816032;4.290139;50.816032, 4.290139
CESAR DE PAEPE;1063;50.842882;4.350792;50.842882, 4.350792
CHANT D'OISEAU;1862;50.827977;4.418104;50.827977, 4.418104
CHAPELLE;1167;50.840904;4.350565;50.840904, 4.350565
CHARROI;2551;50.822171;4.321734;50.822171, 4.321734
CHASSEURS ARDENNAIS;6021;50.849255;4.389456;50.849255, 4.389456
CHATAIGNES;1231;50.817228;4.325131;50.817228, 4.325131
CHATEAU D'OR;1960;50.787330;4.330533;50.78733, 4.330533
CHEMIN DE FER;5910;50.889409;4.397078;50.889409, 4.397078
CHURCHILL;5222;50.811680;4.355358;50.81168, 4.355358
CHURCHILL;9959;50.811688;4.354123;50.811688, 4.354123
CIMETIERE DE BRUXELLES;3274;50.864222;4.418711;50.864222, 4.418711
CIMETIERE DE JETTE;6553;50.879241;4.334722;50.879241, 4.334722
CIMETIERE DE MOLENBEEK;7208;50.858781;4.312481;50.858781, 4.312481
CITE JARDIN;9044;50.888399;4.327709;50.888399, 4.327709
CLEMENCEAU;2216;50.841816;4.329865;50.841816, 4.329865
CLEMENCEAU;2261;50.841816;4.330106;50.841816, 4.330106
CLEMENCEAU;8361;50.841070;4.331171;50.84107, 4.331171
CLINIQUE EDITH CAVELL;2128;50.813945;4.356294;50.813945, 4.356294
CLINIQUES-UCL;2037;50.851204;4.451656;50.851204, 4.451656
ROYALE;1129;50.841426;4.358346;50.841426, 4.358346
ROYALE;6311;50.841309;4.358062;50.841309, 4.358062
RTBF;4550;50.850609;4.403274;50.850609, 4.403274
RTL HOUSE;4500;50.856891;4.408250;50.856891, 4.40825
RUE AU BOIS;5509;50.831131;4.451706;50.831131, 4.451706
RUE AU BOIS;5554;50.830978;4.451379;50.830978, 4.451379
RUISSEAU;5518;50.846810;4.491265;50.84681, 4.491265
SAINCTELETTE;5014;50.858981;4.344892;50.858981, 4.344892
SAINT-DENIS;5719F;50.809862;4.317561;50.809862, 4.317561
SAINT-GUIDON;8701;50.834856;4.305212;50.834856, 4.305212
SAINT-GUIDON;2535F;50.834605;4.305241;50.834605, 4.305241
SAINT-JOSSE;1509;50.849751;4.374333;50.849751, 4.374333
SAINTE-ALIX;1851;50.828542;4.462659;50.828542, 4.462659
SAINTE-ALLIANCE;2116;50.779228;4.364342;50.779228, 4.364342
SAINTE-MARIE;6410;50.858183;4.368284;50.858183, 4.368284
SAINTE-MARIE;6411;50.858093;4.368114;50.858093, 4.368114
SAINTE-MARIE;6412F;50.858048;4.368170;50.858048, 4.36817
SAINTE-MARIE;6413F;50.859442;4.368170;50.859442, 4.36817
SAO;2329;50.905645;4.391615;50.905645, 4.391615
SCHAERBEEK GARE;3177;50.877375;4.380191;50.877375, 4.380191
SCHERDEMAEL;3755;50.831225;4.290057;50.831225, 4.290057
SCHOONEJANS;1753;50.811842;4.432488;50.811842, 4.432488
SCHUMAN;1270;50.843017;4.383888;50.843017, 4.383888
SCHUMAN;1418;50.843035;4.383959;50.843035, 4.383959
SCHUMAN;8061;50.842783;4.381999;50.842783, 4.381999
SCHUMAN;8062;50.842621;4.382553;50.842621, 4.382553
SCHWEITZER;1306;50.864463;4.297133;50.864463, 4.297133
SCHWEITZER;1308F;50.864760;4.296891;50.86476, 4.296891
SCIENCE;1729;50.839854;4.369349;50.839854, 4.369349
SENGHOR;3917;50.836653;4.379669;50.836653, 4.379669
SERRES ROYALES;2875;50.888666;4.356048;50.888666, 4.356048
SIMONIS;1025;50.863913;4.331239;50.863913, 4.331239
SIMONIS (LEOPOLD II);8763;50.863427;4.330742;50.863427, 4.330742
SOBIESKI;4274;50.884735;4.343898;50.884735, 4.343898
STADE;5474;50.893839;4.331926;50.893839, 4.331926
STATION LOT;9659;50.767019;4.274953;50.767019, 4.274953
STATUAIRES;1942;50.803921;4.349047;50.803921, 4.349047
STEAMERS;2304;50.866767;4.351948;50.866767, 4.351948
STEPHANIE;5068;50.833587;4.357212;50.833587, 4.357212
STIENON;9047;50.889837;4.328831;50.889837, 4.328831
STIJN STREUVELS;1627;50.839497;4.494767;50.839497, 4.494767
STOCKEL;6475F;50.841081;4.465325;50.841081, 4.465325
STRATEGIE;1716;50.824135;4.400458;50.824135, 4.400458
STUYVENBERGH;4956;50.886506;4.341609;50.886506, 4.341609
SUEDE;2671;50.834249;4.336230;50.834249, 4.33623
SUEDE;2539F;50.834069;4.335790;50.834069, 4.33579
TEICHMANN;5769;50.879272;4.374863;50.879272, 4.374863
TENREUKEN;2077;50.805085;4.426719;50.805085, 4.426719
TER MEEREN;5521;50.845290;4.499695;50.84529, 4.499695
TERCOIGNE;4294;50.812313;4.404749;50.812313, 4.404749
TIR AUX PIGEONS;5656;50.819881;4.467694;50.819881, 4.467694
TIRCHER;4206;50.893027;4.324294;50.893027, 4.324294
TOMBERG;6476;50.842824;4.424807;50.842824, 4.424807
TRACTEBEL;3464;50.856610;4.432322;50.85661, 4.432322
TRANSVAAL;1725;50.808254;4.435619;50.808254, 4.435619
TRASSERSWEG;2359;50.902641;4.397925;50.902641, 4.397925
TREURENBERG;3353;50.847890;4.363783;50.84789, 4.363783
TRIANGLE;3228;50.849998;4.334530;50.849998, 4.33453
TRIANGLE;6648;50.849926;4.334927;50.849926, 4.334927
TRINITE;2931;50.825002;4.357554;50.825002, 4.357554
TRINITE;2960;50.824922;4.358590;50.824922, 4.35859
UCCLE CALEVOET;5817;50.791754;4.332713;50.791754, 4.332713
UCL SAINT-LUC;2084;50.852813;4.452738;50.852813, 4.452738
UNION;5120;50.819574;4.325540;50.819574, 4.32554
VAL DES SEIGNEURS;1829;50.842247;4.456539;50.842247, 4.456539
VAL MARIA;2822;50.899542;4.385200;50.899542, 4.3852
VAN CUTSEM;2901;50.880138;4.407488;50.880138, 4.407488
VAN CUTSEM;2902;50.880012;4.407133;50.880012, 4.407133
VAN EYCK;1976;50.821452;4.366581;50.821452, 4.366581
VAN PRAET;2376;50.881565;4.373130;50.881565, 4.37313
VAN PRAET;5770;50.881259;4.373613;50.881259, 4.373613
VAN VOLSEM;3571;50.829785;4.369746;50.829785, 4.369746
VAN ZANDE;4006F;50.860665;4.305220;50.860665, 4.30522
VAN ZANDE;4006G;50.860181;4.306880;50.860181, 4.30688
VANDER MEERSCHEN;1852;50.825841;4.456976;50.825841, 4.456976
VEEWEYDE;6483;50.830036;4.300975;50.830036, 4.300975
VEEWEYDE;6484;50.830027;4.300889;50.830027, 4.300889
VERBEYST;2586;50.876435;4.330533;50.876435, 4.330533
VERBOEKHOVEN;5710F;50.871388;4.375288;50.871388, 4.375288
VERGOTE;1460;50.845826;4.404548;50.845826, 4.404548
VERHEYLEWEGHEN;1557;50.848353;4.424615;50.848353, 4.424615
VETERINAIRES;3802;50.833096;4.327998;50.833096, 4.327998
VIER HUISKENS;9561;50.853434;4.500712;50.853434, 4.500712
VINCOTTE;1567;50.851530;4.384175;50.85153, 4.384175
VLEURGAT;1912;50.823529;4.367560;50.823529, 4.36756
VLEURGAT;5408;50.822980;4.368043;50.82298, 4.368043
VOETBALCLUB;9655;50.779433;4.286045;50.779433, 4.286045
VOETBALCLUB;9679;50.779577;4.286314;50.779577, 4.286314
VUB;5265F;50.824739;4.394029;50.824739, 4.394029
VUB;5266F;50.824533;4.393504;50.824533, 4.393504
WAELHEM;5865;50.870057;4.381496;50.870057, 4.381496
WAGON;5952;50.796751;4.329050;50.796751, 4.32905
WAGON;7461;50.797735;4.328292;50.797735, 4.328292
WAGON;5917F;50.796823;4.329476;50.796823, 4.329476
WAPPERS;6054;50.844597;4.395574;50.844597, 4.395574
WATERBURY;9657;50.770680;4.278504;50.77068, 4.278504
WATERMAEL GARE;2079;50.809788;4.399271;50.809788, 4.399271
WESTLAND SHOPPING;1203;50.838026;4.284197;50.838026, 4.284197
WESTLAND SHOPPING;4215;50.838196;4.284040;50.838196, 4.28404
WEZEMBEEK-SHOPPING;1613;50.848040;4.474115;50.84804, 4.474115
CHURCHILL;5221;50.812039;4.353088;50.812039, 4.353088
CICERON;3462;50.860337;4.421547;50.860337, 4.421547
CIMETIERE DE JETTE;2869;50.879699;4.334494;50.879699, 4.334494
CIMETIERE DE MOLENBEEK;2511;50.858628;4.311245;50.858628, 4.311245
CIMETIERE DE MOLENBEEK;2568;50.858682;4.311785;50.858682, 4.311785
CLAYS;6058;50.853885;4.384204;50.853885, 4.384204
CLEMENCEAU;8362;50.840900;4.331214;50.8409, 4.331214
CLESSE;3551;50.817857;4.411679;50.817857, 4.411679
CLINIQUES-UCL;2043;50.851276;4.451529;50.851276, 4.451529
COGHEN;5812;50.812854;4.338629;50.812854, 4.338629
COLLEGE SACRE-COEUR;4110;50.868276;4.316078;50.868276, 4.316078
COLLEGE SACRE-COEUR;4171;50.867169;4.314090;50.867169, 4.31409
COLONEL BOURG;3905;50.852548;4.409567;50.852548, 4.409567
COLONEL BOURG;3956;50.852396;4.409495;50.852396, 4.409495
COMHAIRE;7378;50.860813;4.296187;50.860813, 4.296187
COMTE DE FLANDRE;8281;50.855060;4.340093;50.85506, 4.340093
CONGRES;6308F;50.850416;4.364237;50.850416, 4.364237
CONSCIENCE;2997;50.867555;4.398485;50.867555, 4.398485
CONSEIL;6808B;50.839326;4.329540;50.839326, 4.32954
COTEAUX;3164;50.859855;4.377758;50.859855, 4.377758
CRAINHEM;8151;50.848772;4.458752;50.848772, 4.458752
CREMATORIUM;5824;50.784768;4.328337;50.784768, 4.328337
CROCQ;2801;50.884911;4.329588;50.884911, 4.329588
CROCQ;4250;50.885379;4.329715;50.885379, 4.329715
CUREGHEM;2259;50.837020;4.318597;50.83702, 4.318597
CUREGHEM;2218F;50.836813;4.318029;50.836813, 4.318029
DA VINCI;5042;50.876181;4.410767;50.876181, 4.410767
DAILLY;1513;50.852473;4.388464;50.852473, 4.388464
DAILLY;1566;50.852527;4.388052;50.852527, 4.388052
DANSAERT;3221;50.851268;4.344995;50.851268, 4.344995
DE BROUCKERE;3501;50.850748;4.350917;50.850748, 4.350917
DE JAMBLINNE DE MEUX;6023;50.846809;4.393403;50.846809, 4.393403
DE JAMBLINNE DE MEUX;6055;50.847060;4.393261;50.84706, 4.393261
DE LOMBAERDE;1538;50.859827;4.417214;50.859827, 4.417214
DE WAND;5086;50.895282;4.355492;50.895282, 4.355492
DE WAND;5779;50.895192;4.355108;50.895192, 4.355108
DEBECKER;1998;50.845271;4.438100;50.845271, 4.4381
DEFACQZ;7528;50.829657;4.361902;50.829657, 4.361902
DEGROOFF;1140;50.843639;4.411958;50.843639, 4.411958
DELACROIX;8371;50.845140;4.324353;50.84514, 4.324353
DELPORTE;4305;50.824183;4.385897;50.824183, 4.385897
DELTA;3520;50.816745;4.405065;50.816745, 4.405065
DELTA;3546;50.818380;4.406074;50.81838, 4.406074
DEMEY;6468;50.813205;4.422600;50.813205, 4.4226
DEMINEURS;2498;50.879096;4.332662;50.879096, 4.332662
DEMOLDER;5303;50.871802;4.380545;50.871802, 4.380545
DESTOUVELLES;2203;50.867208;4.359136;50.867208, 4.359136
DESTOUVELLES;2204;50.867127;4.359235;50.867127, 4.359235
DIABLOTINS;3285;50.865371;4.422078;50.865371, 4.422078
DIAMANT;0821;50.848946;4.402307;50.848946, 4.402307
DIEGEMSTRAAT;9756;50.907616;4.413994;50.907616, 4.413994
DIELEGHEM;1078;50.885383;4.316613;50.885383, 4.316613
DORENT;9686;50.794429;4.302429;50.794429, 4.302429
DREVE DE NIVELLES;1811;50.826613;4.411843;50.826613, 4.411843
DUBOIS;3232;50.851463;4.311353;50.851463, 4.311353
DUCHESSE DE BRABANT;3224;50.849628;4.330582;50.849628, 4.330582
DUDEN;2411B;50.814722;4.332668;50.814722, 4.332668
DUNANT;3459;50.863443;4.410272;50.863443, 4.410272
DUNETTE;2085;50.852550;4.455237;50.85255, 4.455237
EENENS;6302;50.868269;4.375472;50.868269, 4.375472
ELBERS;4655;50.855293;4.294974;50.855293, 4.294974
ENGELAND;1961G;50.788941;4.333964;50.788941, 4.333964
ENNEPETAL;9606;50.919530;4.406511;50.91953, 4.406511
ENNEPETAL;9631;50.919385;4.408232;50.919385, 4.408232
ENTREPOT;2305;50.868313;4.353197;50.868313, 4.353197
ERASME;8642;50.815287;4.267862;50.815287, 4.267862
ETANGS D'IXELLES;3570;50.823690;4.373961;50.82369, 4.373961
ETANGS NOIRS;6471;50.857234;4.332479;50.857234, 4.332479
ETANGS NOIRS;4074B;50.857531;4.334084;50.857531, 4.334084
EUGENE TOUSSAINT;1009;50.881043;4.321790;50.881043, 4.32179
FAUCONNERIE;4345;50.801545;4.422133;50.801545, 4.422133
FERNAND COCQ;2928;50.833075;4.366481;50.833075, 4.366481
FERNAND LEGER;6081;50.875336;4.410098;50.875336, 4.410098
FETIS;1712;50.833227;4.385801;50.833227, 4.385801
FEVRIER;3906;50.850669;4.411340;50.850669, 4.41134
FLAGEY;3519;50.828095;4.371179;50.828095, 4.371179
FLAGEY;3572;50.827754;4.371676;50.827754, 4.371676
FLAGEY;1280B;50.828383;4.373167;50.828383, 4.373167
FLESSINGUE;1053;50.865163;4.334533;50.865163, 4.334533
FLORIDE;1970;50.803697;4.361928;50.803697, 4.361928
FOND'ROY;5036F;50.790096;4.371163;50.790096, 4.371163
FONSON;2900;50.879033;4.403878;50.879033, 4.403878
FONSON;2903;50.878827;4.403693;50.878827, 4.403693
FONTAINAS;2418;50.833765;4.342292;50.833765, 4.342292
FOREST CENTRE;5121F;50.811940;4.319148;50.81194, 4.319148
FOREST NATIONAL;2953;50.810432;4.326244;50.810432, 4.326244
FORT-JACO;6934;50.789539;4.373942;50.789539, 4.373942
FOYER JETTOIS;6505;50.878981;4.338516;50.878981, 4.338516
FRANS HALS;3613F;50.827232;4.288942;50.827232, 4.288942
FUSS;6019;50.853948;4.380753;50.853948, 4.380753
FUTAIE;2074;50.801644;4.396911;50.801644, 4.396911
GARE CENTRALE;6441;50.846973;4.358415;50.846973, 4.358415
GARE CENTRALE;8022;50.846344;4.358685;50.846344, 4.358685
GARE DE L'OUEST;8381;50.849022;4.321239;50.849022, 4.321239
GARE DU MIDI;0631;50.836559;4.337819;50.836559, 4.337819
GARE DU MIDI;8351;50.836218;4.338103;50.836218, 4.338103
GARE DU NORD;0531;50.860664;4.359890;50.860664, 4.35989
GARE DU NORD;1900;50.860080;4.360273;50.86008, 4.360273
ROND-POINT DU SOUVERAIN;2058;50.818479;4.427715;50.818479, 4.427715
ROND-POINT DU SOUVERAIN;5270F;50.819306;4.429093;50.819306, 4.429093
LIEBRECHT;1004;50.889456;4.318214;50.889456, 4.318214
LOISIRS;3404;50.867930;4.406427;50.86793, 4.406427
LONGCHAMP;1916;50.812049;4.367135;50.812049, 4.367135
LORGE;2803;50.882853;4.330883;50.882853, 4.330883
LOUIS HAP;1871;50.834054;4.388470;50.834054, 4.38847
LOUIS MARCELIS;5517;50.846268;4.484803;50.846268, 4.484803
LOYAUTE;2503;50.876455;4.338461;50.876455, 4.338461
LUTHER;6082;50.849327;4.385651;50.849327, 4.385651
LUXEMBOURG;1262B;50.840249;4.373920;50.840249, 4.37392
LUXEMBOURG;4367B;50.838181;4.372827;50.838181, 4.372827
MACHTENS;3234;50.851287;4.301058;50.851287, 4.301058
MAELBEEK;6464;50.843737;4.378322;50.843737, 4.378322
MAELBEEK;6466;50.844833;4.376675;50.844833, 4.376675
MAELBEEK;8052;50.843665;4.377612;50.843665, 4.377612
MAI;1519;50.848322;4.413496;50.848322, 4.413496
MAI;1560;50.848573;4.414547;50.848573, 4.414547
MAISON D'ERASME;2562B;50.837258;4.307424;50.837258, 4.307424
MALIBRAN;1980;50.830576;4.373493;50.830576, 4.373493
ROGIER;1902;50.854722;4.359649;50.854722, 4.359649
ROGIER;1988;50.855828;4.358456;50.855828, 4.358456
ROGIER;8431;50.855423;4.358399;50.855423, 4.358399
ROI BAUDOUIN;6482;50.896814;4.329877;50.896814, 4.329877
ROODEBEEK;8121;50.847529;4.435675;50.847529, 4.435675
ROUGE-CLOITRE;3530;50.812342;4.438604;50.812342, 4.438604
ROYALE;1165;50.841543;4.358346;50.841543, 4.358346
RTBF;1549;50.851130;4.403587;50.85113, 4.403587
RUE LONGUE;2661;50.796824;4.309901;50.796824, 4.309901
RUE TRAVERSIERE;9064;50.855235;4.368980;50.855235, 4.36898
RUISBROEK CENTRUM;9682;50.786442;4.296130;50.786442, 4.29613
RUISSEAU;5522;50.846828;4.490782;50.846828, 4.490782
SACRE-COEUR;1724;50.809898;4.436175;50.809898, 4.436175
SAINT-ANTOINE;2017;50.862410;4.457386;50.86241, 4.457386
SAINT-ANTOINE;2078;50.862949;4.457558;50.862949, 4.457558
SAINT-DENIS;5152;50.810510;4.317929;50.81051, 4.317929
SAINT-DENIS;5152F;50.810537;4.317972;50.810537, 4.317972
SAINT-VINCENT;3175B;50.880598;4.402160;50.880598, 4.40216
SAINTE-ALIX;1825;50.828371;4.463042;50.828371, 4.463042
SAINTE-ANNE;2728;50.818214;4.436513;50.818214, 4.436513
SAINTE-CATHERINE;8271;50.852329;4.347778;50.852329, 4.347778
SAINTE-MARIE;6409F;50.858974;4.369733;50.858974, 4.369733
SCHAERBEEK GARE;5315;50.877411;4.379424;50.877411, 4.379424
SCHERDEMAEL;3713;50.830981;4.289291;50.830981, 4.289291
SCHUERMANS;1070;50.888045;4.319296;50.888045, 4.319296
SCHUMAN;1474;50.843170;4.383888;50.84317, 4.383888
SCHUMAN;3399;50.842693;4.383476;50.842693, 4.383476
SCHWEITZER;1307;50.864373;4.296735;50.864373, 4.296735
SCHWEITZER;7205;50.864895;4.296777;50.864895, 4.296777
SCHWEITZER;1306F;50.864310;4.296891;50.86431, 4.296891
SCHWEITZER;1307F;50.864400;4.296735;50.8644, 4.296735
SCHWEITZER;1309F;50.864383;4.297559;50.864383, 4.297559
SCIENCE;1776;50.839952;4.369107;50.839952, 4.369107
SERRES ROYALES;2824;50.889367;4.357369;50.889367, 4.357369
SIMONIS;1183;50.863355;4.330671;50.863355, 4.330671
SIMONIS (ELISABETH);8471;50.863032;4.330756;50.863032, 4.330756
SIMPSON;2572;50.869951;4.322525;50.869951, 4.322525
SIPPELBERG;1182;50.861968;4.321937;50.861968, 4.321937
SOBIESKI;4232;50.884565;4.343756;50.884565, 4.343756
SPEECKAERT;1521;50.848436;4.420326;50.848436, 4.420326
SPORTCENTRUM RUISBROEK;9685;50.784211;4.293127;50.784211, 4.293127
STADE FALLON;1415;50.841169;4.443304;50.841169, 4.443304
STALLE (P);5925;50.795713;4.318370;50.795713, 4.31837
STATION GROOT-BIJGAARDEN;9825;50.868007;4.274256;50.868007, 4.274256
STATION MEISER;6212;50.855690;4.394771;50.85569, 4.394771
STATION SAINT-JOB;6931;50.794483;4.362256;50.794483, 4.362256
STATION SAINT-JOB;6931F;50.794465;4.362270;50.794465, 4.36227
STEPHANIE;5068F;50.833560;4.357212;50.83356, 4.357212
STEURS;6018;50.852852;4.378111;50.852852, 4.378111
STIENON;5402;50.890647;4.330038;50.890647, 4.330038
STOCKEL;8161;50.841881;4.464645;50.841881, 4.464645
STUYVENBERGH;4955F;50.886272;4.342107;50.886272, 4.342107
TAMARIS;3252;50.850904;4.307860;50.850904, 4.30786
TENBOSCH;6452;50.819878;4.359400;50.819878, 4.3594
TENREUKEN;2026;50.804852;4.426364;50.804852, 4.426364
THEVENET;5057;50.794752;4.352568;50.794752, 4.352568
THIRY-WOLUWE;2022;50.854805;4.445187;50.854805, 4.445187
THOMAS;5714;50.865312;4.362858;50.865312, 4.362858
THYM;3236;50.856934;4.303507;50.856934, 4.303507
THYS;4307;50.817854;4.392422;50.817854, 4.392422
TIMMERMANS;5859;50.818968;4.341236;50.818968, 4.341236
TIRCHER;4260;50.892874;4.324337;50.892874, 4.324337
TOMBERG;8112;50.844451;4.425973;50.844451, 4.425973
TOULOUSE;1497;50.842802;4.377413;50.842802, 4.377413
TOUR ET TAXIS;1055;50.863018;4.348725;50.863018, 4.348725
TOURNOI;2955;50.816359;4.333887;50.816359, 4.333887
TRIANGLE;6648F;50.850007;4.334927;50.850007, 4.334927
TRINITE;2960F;50.824913;4.358604;50.824913, 4.358604
TRONE;6433;50.840303;4.367120;50.840303, 4.36712
TULIPES;5526;50.844783;4.466497;50.844783, 4.466497
TWYENINCK;2905;50.896412;4.421346;50.896412, 4.421346
UCCLE CALEVOET;1962F;50.791224;4.332898;50.791224, 4.332898
UCCLE CALEVOET;5817F;50.791763;4.332657;50.791763, 4.332657
UCCLE SPORT;2662;50.799776;4.316777;50.799776, 4.316777
ULB;3559;50.813944;4.384715;50.813944, 4.384715
ULB;5412F;50.813351;4.384417;50.813351, 4.384417
UNION;5151;50.820662;4.325823;50.820662, 4.325823
VAN BEETHOVEN;1490;50.828854;4.293893;50.828854, 4.293893
VAN BEVER;2119;50.783407;4.379146;50.783407, 4.379146
VAN KALKEN;2550;50.827044;4.305010;50.827044, 4.30501
VAN PRAET;5707;50.881583;4.373300;50.881583, 4.3733
VANDENHOVEN;3126;50.882600;4.407091;50.8826, 4.407091
GARE DE L'OUEST;8732;50.848654;4.321154;50.848654, 4.321154
GARE DU MIDI;0726;50.836452;4.337961;50.836452, 4.337961
GARE DU MIDI;2538;50.836523;4.337492;50.836523, 4.337492
GARE DU NORD;0521;50.860170;4.359904;50.86017, 4.359904
GARE DU NORD;0536;50.860763;4.360273;50.860763, 4.360273
GARE DU NORD;1029;50.860916;4.358356;50.860916, 4.358356
GAULOIS;1135;50.838062;4.392802;50.838062, 4.392802
GAULOIS;1157;50.838215;4.392560;50.838215, 4.39256
GAZELLE;2099;50.782083;4.341328;50.782083, 4.341328
GEEFS;3163;50.856933;4.375584;50.856933, 4.375584
GENEVE;3467;50.863832;4.403241;50.863832, 4.403241
AERODROME;3199;50.888347;4.425160;50.888347, 4.42516
ALBERT;1221;50.820955;4.342058;50.820955, 4.342058
ALBERT I;2260;50.839207;4.323322;50.839207, 4.323322
ALBERT I;2260F;50.839207;4.323336;50.839207, 4.323336
ALCYONS;4003F;50.867805;4.293519;50.867805, 4.293519
ALTITUDE CENT;7516;50.817066;4.337329;50.817066, 4.337329
AMBIORIX;2920;50.847682;4.383747;50.847682, 4.383747
AMETHYSTE;4268;50.896022;4.327106;50.896022, 4.327106
ANCIENS ETANGS;5563;50.816345;4.319824;50.816345, 4.319824
ANCIENS ETANGS;5951;50.816768;4.320065;50.816768, 4.320065
ANDROMEDE;1539;50.853360;4.425132;50.85336, 4.425132
ANNECY;2025;50.860156;4.454896;50.860156, 4.454896
ANNEESSENS;5292;50.845254;4.346545;50.845254, 4.346545
ARAUCARIA;5773;50.893700;4.362556;50.8937, 4.362556
ARBRE UNIQUE;3702;50.863667;4.413199;50.863667, 4.413199
ARCADES;4309;50.810238;4.397015;50.810238, 4.397015
ARCADES;4359;50.810490;4.396760;50.81049, 4.39676
ARCHIDUCS;4403;50.809495;4.416850;50.809495, 4.41685
ARISTIDE BRIAND;2225;50.828806;4.303347;50.828806, 4.303347
ARTS-LOI;1265;50.845148;4.368639;50.845148, 4.368639
ARTS-LOI;8042;50.845310;4.369633;50.84531, 4.369633
ARTS-LOI;8401;50.845391;4.368696;50.845391, 4.368696
AUDITOIRES-UCL;2042;50.850690;4.454112;50.85069, 4.454112
AVANT-PORT;3058;50.885807;4.379738;50.885807, 4.379738
AVANT-PORT;2309B;50.886114;4.377941;50.886114, 4.377941
AVENUE DU ROI;2670F;50.831677;4.332854;50.831677, 4.332854
AVIATION;5510;50.834696;4.456610;50.834696, 4.45661
AZUR;5102;50.866659;4.287129;50.866659, 4.287129
AZUR;5102F;50.866650;4.287285;50.86665, 4.287285
AZUR;5174F;50.866731;4.286859;50.866731, 4.286859
BAILLI;2949;50.827322;4.363728;50.827322, 4.363728
BAN-EIK;5528;50.842401;4.502455;50.842401, 4.502455
BARON DE CASTRO;1865;50.828781;4.408268;50.828781, 4.408268
BARRIERE;2332;50.826834;4.344056;50.826834, 4.344056
BARRIERE;2335;50.826654;4.343105;50.826654, 4.343105
BASCULE;5210;50.814961;4.367560;50.814961, 4.36756
BASILIX;4162;50.872806;4.297930;50.872806, 4.29793
BASTOGNE;7375;50.860680;4.317435;50.86068, 4.317435
