from_stop_id,to_stop_id,line,departure,arrival
4295,4296,17,2016-03-22 09:05:44.33636,2016-03-22 09:06:43.409762
9059,4287,17,2016-03-22 08:57:43.866355,2016-03-22 08:58:22.599212
4287,4292,17,2016-03-22 08:58:22.599212,2016-03-22 08:59:42.628854
4292,4341,17,2016-03-22 08:59:42.628854,2016-03-22 09:02:02.827052
4341,4351,17,2016-03-22 09:02:02.827052,2016-03-22 09:07:42.895125
4351,4348,17,2016-03-22 09:07:42.895125,2016-03-22 09:09:22.971026
4348,4355,17,2016-03-22 09:09:22.971026,2016-03-22 09:10:23.036348
4355,4356,17,2016-03-22 09:10:23.036348,2016-03-22 09:11:23.186599
4356,4357,17,2016-03-22 09:11:23.186599,2016-03-22 09:12:03.421916
4357,4358,17,2016-03-22 09:12:03.421916,2016-03-22 09:14:23.363836
4358,4293,17,2016-03-22 09:14:23.363836,2016-03-22 09:15:23.755769
4293,4294,17,2016-03-22 09:15:23.755769,2016-03-22 09:15:43.424726
4294,4295,17,2016-03-22 09:15:43.424726,2016-03-22 09:18:25.547392
4295,4296,17,2016-03-22 09:18:25.547392,2016-03-22 09:19:32.213737
9059,4287,17,2016-03-22 09:11:43.376437,2016-03-22 09:12:03.421916
4287,4292,17,2016-03-22 09:12:03.421916,2016-03-22 09:13:03.264059
4292,4341,17,2016-03-22 09:13:03.264059,2016-03-22 09:15:43.424726
4341,4351,17,2016-03-22 09:15:43.424726,2016-03-22 09:19:32.213737
9801,9802,19,2016-03-22 05:22:54.090831,2016-03-22 05:23:13.936112
9802,5103,19,2016-03-22 05:23:13.936112,2016-03-22 05:24:14.117049
5103,5102,19,2016-03-22 05:24:14.117049,2016-03-22 05:25:34.283045
5102,5105,19,2016-03-22 05:25:34.283045,2016-03-22 05:26:34.362859
5105,1306,19,2016-03-22 05:26:34.362859,2016-03-22 05:27:34.634281
1306,1094,19,2016-03-22 05:27:34.634281,2016-03-22 05:28:54.365649
1094,1064,19,2016-03-22 05:28:54.365649,2016-03-22 05:30:15.047803
1064,1111,19,2016-03-22 05:30:15.047803,2016-03-22 05:31:35.140121
1111,5108,19,2016-03-22 05:31:35.140121,2016-03-22 05:32:34.5092
5108,5109,19,2016-03-22 05:32:34.5092,2016-03-22 05:34:34.654474
5109,471,19,2016-03-22 05:34:34.654474,2016-03-22 05:35:34.648777
471,6864,19,2016-03-22 05:35:34.648777,2016-03-22 05:37:14.895177
6864,6865,19,2016-03-22 05:37:14.895177,2016-03-22 05:37:54.771253
6865,6866,19,2016-03-22 05:37:54.771253,2016-03-22 05:39:15.009542
6866,6867,19,2016-03-22 05:39:15.009542,2016-03-22 05:40:15.06107
6867,6869,19,2016-03-22 05:40:15.06107,2016-03-22 05:41:35.191713
6869,2805,19,2016-03-22 05:41:35.191713,2016-03-22 05:42:35.97495
2805,5081,19,2016-03-22 05:42:35.97495,2016-03-22 05:44:15.541619
5081,5082,19,2016-03-22 05:44:15.541619,2016-03-22 05:45:15.417473
5082,4958,19,2016-03-22 05:45:15.417473,2016-03-22 05:46:15.259903
4958,5087,19,2016-03-22 05:46:15.259903,2016-03-22 05:48:15.531125
9801,9802,19,2016-03-22 05:44:35.098498,2016-03-22 05:44:55.402923
9802,5103,19,2016-03-22 05:44:55.402923,2016-03-22 05:45:35.275506
5103,5102,19,2016-03-22 05:45:35.275506,2016-03-22 05:46:15.259903
5102,5105,19,2016-03-22 05:46:15.259903,2016-03-22 05:47:35.490617
5105,1306,19,2016-03-22 05:47:35.490617,2016-03-22 05:48:35.426761
1306,1094,19,2016-03-22 05:48:35.426761,2016-03-22 05:50:15.55334
1094,1064,19,2016-03-22 05:50:15.55334,2016-03-22 05:51:35.508036
1064,1111,19,2016-03-22 05:51:35.508036,2016-03-22 05:52:35.5527
1111,5108,19,2016-03-22 05:52:35.5527,2016-03-22 05:53:15.53072
5108,5109,19,2016-03-22 05:53:15.53072,2016-03-22 05:55:15.765003
5109,471,19,2016-03-22 05:55:15.765003,2016-03-22 05:56:16.147885
471,6864,19,2016-03-22 05:56:16.147885,2016-03-22 05:57:55.761499
6864,6865,19,2016-03-22 05:57:55.761499,2016-03-22 05:58:55.931987
6865,6866,19,2016-03-22 05:58:55.931987,2016-03-22 06:00:16.139102
6866,6867,19,2016-03-22 06:00:16.139102,2016-03-22 06:00:56.111875
6867,6869,19,2016-03-22 06:00:56.111875,2016-03-22 06:02:16.114473
6869,2805,19,2016-03-22 06:02:16.114473,2016-03-22 06:03:36.191103
2805,5081,19,2016-03-22 06:03:36.191103,2016-03-22 06:05:36.696622
5081,5082,19,2016-03-22 06:05:36.696622,2016-03-22 06:06:36.310443
5082,4958,19,2016-03-22 06:06:36.310443,2016-03-22 06:08:16.68494
4958,5087,19,2016-03-22 06:08:16.68494,2016-03-22 06:10:16.601349
9801,9802,19,2016-03-22 06:21:56.994041,2016-03-22 06:22:17.17725
9802,5103,19,2016-03-22 06:22:17.17725,2016-03-22 06:23:17.19122
5103,5102,19,2016-03-22 06:23:17.19122,2016-03-22 06:24:17.390944
5102,5105,19,2016-03-22 06:24:17.390944,2016-03-22 06:25:17.882029
5105,1306,19,2016-03-22 06:25:17.882029,2016-03-22 06:26:17.601724
1306,1094,19,2016-03-22 06:26:17.601724,2016-03-22 06:27:57.151965
1094,1064,19,2016-03-22 06:27:57.151965,2016-03-22 06:29:17.408966
1064,1111,19,2016-03-22 06:29:17.408966,2016-03-22 06:30:38.131049
1111,5108,19,2016-03-22 06:30:38.131049,2016-03-22 06:31:37.871336
5108,5109,19,2016-03-22 06:31:37.871336,2016-03-22 06:33:17.838499
5109,471,19,2016-03-22 06:33:17.838499,2016-03-22 06:34:37.612203
9802,5103,19,2016-03-22 05:56:55.865615,2016-03-22 05:57:35.802051
5103,5102,19,2016-03-22 05:57:35.802051,2016-03-22 05:58:15.804543
5102,5105,19,2016-03-22 05:58:15.804543,2016-03-22 05:59:15.910264
5105,1306,19,2016-03-22 05:59:15.910264,2016-03-22 06:00:16.139102
1306,1094,19,2016-03-22 06:00:16.139102,2016-03-22 06:01:36.277556
1094,1064,19,2016-03-22 06:01:36.277556,2016-03-22 06:02:36.253595
1064,1111,19,2016-03-22 06:02:36.253595,2016-03-22 06:03:36.191103
1111,5108,19,2016-03-22 06:03:36.191103,2016-03-22 06:04:36.163718
5108,5109,19,2016-03-22 06:04:36.163718,2016-03-22 06:05:56.877736
5109,471,19,2016-03-22 06:05:56.877736,2016-03-22 06:07:16.249576
471,6864,19,2016-03-22 06:07:16.249576,2016-03-22 06:08:56.287547
6864,6865,19,2016-03-22 06:08:56.287547,2016-03-22 06:09:56.678645
6865,6866,19,2016-03-22 06:09:56.678645,2016-03-22 06:11:56.63743
6866,6867,19,2016-03-22 06:11:56.63743,2016-03-22 06:12:56.719957
6867,6869,19,2016-03-22 06:12:56.719957,2016-03-22 06:14:16.638006
6869,2805,19,2016-03-22 06:14:16.638006,2016-03-22 06:15:36.894505
2805,5081,19,2016-03-22 06:15:36.894505,2016-03-22 06:17:17.007219
5081,5082,19,2016-03-22 06:17:17.007219,2016-03-22 06:18:17.113445
5082,4958,19,2016-03-22 06:18:17.113445,2016-03-22 06:18:57.066784
4958,5087,19,2016-03-22 06:18:57.066784,2016-03-22 06:20:57.290467
9802,5103,19,2016-03-22 06:06:56.447716,2016-03-22 06:07:56.468781
5103,5102,19,2016-03-22 06:07:56.468781,2016-03-22 06:08:56.287547
5102,5105,19,2016-03-22 06:08:56.287547,2016-03-22 06:09:56.678645
5105,1306,19,2016-03-22 06:09:56.678645,2016-03-22 06:10:56.540544
1306,1094,19,2016-03-22 06:10:56.540544,2016-03-22 06:12:36.545419
1094,1064,19,2016-03-22 06:12:36.545419,2016-03-22 06:14:16.638006
1064,1111,19,2016-03-22 06:14:16.638006,2016-03-22 06:15:36.894505
1111,5108,19,2016-03-22 06:15:36.894505,2016-03-22 06:17:17.007219
5108,5109,19,2016-03-22 06:17:17.007219,2016-03-22 06:18:36.93601
5109,471,19,2016-03-22 06:18:36.93601,2016-03-22 06:19:56.95549
471,6864,19,2016-03-22 06:19:56.95549,2016-03-22 06:21:37.180016
6864,6865,19,2016-03-22 06:21:37.180016,2016-03-22 06:22:17.17725
6865,6866,19,2016-03-22 06:22:17.17725,2016-03-22 06:24:17.390944
6866,6867,19,2016-03-22 06:24:17.390944,2016-03-22 06:25:37.173095
6867,6869,19,2016-03-22 06:25:37.173095,2016-03-22 06:26:57.321357
6869,2805,19,2016-03-22 06:26:57.321357,2016-03-22 06:28:17.319062
2805,5081,19,2016-03-22 06:28:17.319062,2016-03-22 06:30:17.910227
5081,5082,19,2016-03-22 06:30:17.910227,2016-03-22 06:31:17.541912
5082,4958,19,2016-03-22 06:31:17.541912,2016-03-22 06:32:17.594768
9802,5103,19,2016-03-22 06:14:56.685667,2016-03-22 06:15:36.894505
5103,5102,19,2016-03-22 06:15:36.894505,2016-03-22 06:16:37.388846
5102,5105,19,2016-03-22 06:16:37.388846,2016-03-22 06:17:37.107697
5105,1306,19,2016-03-22 06:17:37.107697,2016-03-22 06:18:57.066784
1306,1094,19,2016-03-22 06:18:57.066784,2016-03-22 06:20:17.197877
1094,1064,19,2016-03-22 06:20:17.197877,2016-03-22 06:21:37.180016
1064,1111,19,2016-03-22 06:21:37.180016,2016-03-22 06:22:57.092192
1111,5108,19,2016-03-22 06:22:57.092192,2016-03-22 06:23:57.20675
5108,5109,19,2016-03-22 06:23:57.20675,2016-03-22 06:25:37.173095
5109,471,19,2016-03-22 06:25:37.173095,2016-03-22 06:26:57.321357
471,6864,19,2016-03-22 06:26:57.321357,2016-03-22 06:28:37.264968
6864,6865,19,2016-03-22 06:28:37.264968,2016-03-22 06:29:37.42152
6865,6866,19,2016-03-22 06:29:37.42152,2016-03-22 06:31:37.871336
6866,6867,19,2016-03-22 06:31:37.871336,2016-03-22 06:32:17.594768
6867,6869,19,2016-03-22 06:32:17.594768,2016-03-22 06:33:57.573555
6869,2805,19,2016-03-22 06:33:57.573555,2016-03-22 06:35:17.882846
2805,5081,19,2016-03-22 06:35:17.882846,2016-03-22 06:36:58.880476
5081,5082,19,2016-03-22 06:36:58.880476,2016-03-22 06:37:57.959627
5082,4958,19,2016-03-22 06:37:57.959627,2016-03-22 06:38:37.777983
4958,5087,19,2016-03-22 06:38:37.777983,2016-03-22 06:40:58.034221
9801,9802,19,2016-03-22 08:27:03.356662,2016-03-22 08:27:43.386626
9802,5103,19,2016-03-22 08:27:43.386626,2016-03-22 08:28:24.770768
5103,5102,19,2016-03-22 08:28:24.770768,2016-03-22 08:29:43.423104
5102,5105,19,2016-03-22 08:29:43.423104,2016-03-22 08:31:23.810837
9802,5103,19,2016-03-22 06:29:37.42152,2016-03-22 06:30:57.50218
5103,5102,19,2016-03-22 06:30:57.50218,2016-03-22 06:32:17.594768
5102,5105,19,2016-03-22 06:32:17.594768,2016-03-22 06:33:17.838499
5105,1306,19,2016-03-22 06:33:17.838499,2016-03-22 06:34:37.612203
1306,1094,19,2016-03-22 06:34:37.612203,2016-03-22 06:35:58.62348
1094,1064,19,2016-03-22 06:35:58.62348,2016-03-22 06:37:37.826295
1064,1111,19,2016-03-22 06:37:37.826295,2016-03-22 06:38:57.756197
1111,5108,19,2016-03-22 06:38:57.756197,2016-03-22 06:39:57.869723
5108,5109,19,2016-03-22 06:39:57.869723,2016-03-22 06:41:58.303049
6864,6865,19,2016-03-22 06:36:17.975838,2016-03-22 06:36:58.880476
6865,6866,19,2016-03-22 06:36:58.880476,2016-03-22 06:38:17.698418
6866,6867,19,2016-03-22 06:38:17.698418,2016-03-22 06:39:17.921991
6867,6869,19,2016-03-22 06:39:17.921991,2016-03-22 06:40:37.898944
6869,2805,19,2016-03-22 06:40:37.898944,2016-03-22 06:41:38.366121
2805,5081,19,2016-03-22 06:41:38.366121,2016-03-22 06:43:38.150639
5081,5082,19,2016-03-22 06:43:38.150639,2016-03-22 06:44:38.52007
5082,4958,19,2016-03-22 06:44:38.52007,2016-03-22 06:45:58.252418
4958,5087,19,2016-03-22 06:45:58.252418,2016-03-22 06:47:18.361102
9802,5103,19,2016-03-22 06:37:37.826295,2016-03-22 06:38:17.698418
5103,5102,19,2016-03-22 06:38:17.698418,2016-03-22 06:39:17.921991
5102,5105,19,2016-03-22 06:39:17.921991,2016-03-22 06:40:18.048043
5105,1306,19,2016-03-22 06:40:18.048043,2016-03-22 06:41:19.05092
1306,1094,19,2016-03-22 06:41:19.05092,2016-03-22 06:42:58.124554
1094,1064,19,2016-03-22 06:42:58.124554,2016-03-22 06:44:18.186041
1064,1111,19,2016-03-22 06:44:18.186041,2016-03-22 06:45:18.608904
1111,5108,19,2016-03-22 06:45:18.608904,2016-03-22 06:46:40.149861
5108,5109,19,2016-03-22 06:46:40.149861,2016-03-22 06:47:58.300841
5109,471,19,2016-03-22 06:47:58.300841,2016-03-22 06:49:18.592858
471,6864,19,2016-03-22 06:49:18.592858,2016-03-22 06:51:38.783013
6864,6865,19,2016-03-22 06:51:38.783013,2016-03-22 06:52:18.849456
6865,6866,19,2016-03-22 06:52:18.849456,2016-03-22 06:54:38.785571
6866,6867,19,2016-03-22 06:54:38.785571,2016-03-22 06:55:38.856614
6867,6869,19,2016-03-22 06:55:38.856614,2016-03-22 06:56:59.334887
6869,2805,19,2016-03-22 06:56:59.334887,2016-03-22 06:58:18.989115
2805,5081,19,2016-03-22 06:58:18.989115,2016-03-22 06:59:59.326973
5081,5082,19,2016-03-22 06:59:59.326973,2016-03-22 07:00:59.185941
5082,4958,19,2016-03-22 07:00:59.185941,2016-03-22 07:01:39.511578
4958,5087,19,2016-03-22 07:01:39.511578,2016-03-22 07:03:39.454074
6864,6865,19,2016-03-22 06:44:58.284279,2016-03-22 06:45:58.252418
6865,6866,19,2016-03-22 06:45:58.252418,2016-03-22 06:48:58.522139
6866,6867,19,2016-03-22 06:48:58.522139,2016-03-22 06:49:58.717009
6867,6869,19,2016-03-22 06:49:58.717009,2016-03-22 06:51:19.267855
6869,2805,19,2016-03-22 06:51:19.267855,2016-03-22 06:52:38.94021
2805,5081,19,2016-03-22 06:52:38.94021,2016-03-22 06:54:18.961688
5081,5082,19,2016-03-22 06:54:18.961688,2016-03-22 06:55:18.76599
5082,4958,19,2016-03-22 06:55:18.76599,2016-03-22 06:56:19.029861
4958,5087,19,2016-03-22 06:56:19.029861,2016-03-22 06:58:18.989115
9802,5103,19,2016-03-22 06:45:18.608904,2016-03-22 06:46:18.476987
5103,5102,19,2016-03-22 06:46:18.476987,2016-03-22 06:47:18.361102
5102,5105,19,2016-03-22 06:47:18.361102,2016-03-22 06:48:18.507267
5105,1306,19,2016-03-22 06:48:18.507267,2016-03-22 06:49:18.592858
1306,1094,19,2016-03-22 06:49:18.592858,2016-03-22 06:51:38.783013
1094,1064,19,2016-03-22 06:51:38.783013,2016-03-22 06:53:18.895652
1064,1111,19,2016-03-22 06:53:18.895652,2016-03-22 06:54:38.785571
1111,5108,19,2016-03-22 06:54:38.785571,2016-03-22 06:55:38.856614
5108,5109,19,2016-03-22 06:55:38.856614,2016-03-22 06:57:20.165687
5109,471,19,2016-03-22 06:57:20.165687,2016-03-22 06:58:39.345542
471,6864,19,2016-03-22 06:58:39.345542,2016-03-22 07:00:19.279019
6864,6865,19,2016-03-22 07:00:19.279019,2016-03-22 07:01:19.344456
6865,6866,19,2016-03-22 07:01:19.344456,2016-03-22 07:03:59.445509
6866,6867,19,2016-03-22 07:03:59.445509,2016-03-22 07:04:59.468349
6867,6869,19,2016-03-22 07:04:59.468349,2016-03-22 07:06:39.484069
6869,2805,19,2016-03-22 07:06:39.484069,2016-03-22 07:07:39.777343
2805,5081,19,2016-03-22 07:07:39.777343,2016-03-22 07:09:59.877652
5081,5082,19,2016-03-22 07:09:59.877652,2016-03-22 07:10:59.867043
5082,4958,19,2016-03-22 07:10:59.867043,2016-03-22 07:11:39.801599
4958,5087,19,2016-03-22 07:11:39.801599,2016-03-22 07:13:59.540087
9802,5103,19,2016-03-22 06:50:58.353145,2016-03-22 06:51:38.783013
5103,5102,19,2016-03-22 06:51:38.783013,2016-03-22 06:52:58.510391
5102,5105,19,2016-03-22 06:52:58.510391,2016-03-22 06:53:58.927955
5105,1306,19,2016-03-22 06:53:58.927955,2016-03-22 06:54:38.785571
1306,1094,19,2016-03-22 06:54:38.785571,2016-03-22 06:56:19.029861
1094,1064,19,2016-03-22 06:56:19.029861,2016-03-22 06:57:59.084686
1064,1111,19,2016-03-22 06:57:59.084686,2016-03-22 06:59:18.879281
1111,5108,19,2016-03-22 06:59:18.879281,2016-03-22 07:00:19.279019
5108,5109,19,2016-03-22 07:00:19.279019,2016-03-22 07:01:59.424989
5109,471,19,2016-03-22 07:01:59.424989,2016-03-22 07:02:59.459713
9802,5103,19,2016-03-22 06:53:58.927955,2016-03-22 06:54:38.785571
5103,5102,19,2016-03-22 06:54:38.785571,2016-03-22 06:55:38.856614
5102,5105,19,2016-03-22 06:55:38.856614,2016-03-22 06:56:38.661479
5105,1306,19,2016-03-22 06:56:38.661479,2016-03-22 06:57:59.084686
1306,1094,19,2016-03-22 06:57:59.084686,2016-03-22 06:59:39.033954
1094,1064,19,2016-03-22 06:59:39.033954,2016-03-22 07:01:19.344456
1064,1111,19,2016-03-22 07:01:19.344456,2016-03-22 07:02:39.750063
1111,5108,19,2016-03-22 07:02:39.750063,2016-03-22 07:04:19.311667
5108,5109,19,2016-03-22 07:04:19.311667,2016-03-22 07:06:39.484069
9802,5103,19,2016-03-22 06:57:39.639992,2016-03-22 06:58:59.384742
5103,5102,19,2016-03-22 06:58:59.384742,2016-03-22 06:59:59.326973
5102,5105,19,2016-03-22 06:59:59.326973,2016-03-22 07:00:59.185941
5105,1306,19,2016-03-22 07:00:59.185941,2016-03-22 07:01:59.424989
1306,1094,19,2016-03-22 07:01:59.424989,2016-03-22 07:03:19.512546
1094,1064,19,2016-03-22 07:03:19.512546,2016-03-22 07:04:59.468349
1064,1111,19,2016-03-22 07:04:59.468349,2016-03-22 07:05:59.482347
1111,5108,19,2016-03-22 07:05:59.482347,2016-03-22 07:07:19.658647
5108,5109,19,2016-03-22 07:07:19.658647,2016-03-22 07:08:19.675134
9802,5103,19,2016-03-22 07:00:39.216535,2016-03-22 07:01:39.511578
5103,5102,19,2016-03-22 07:01:39.511578,2016-03-22 07:02:39.750063
5102,5105,19,2016-03-22 07:02:39.750063,2016-03-22 07:03:19.512546
5105,1306,19,2016-03-22 07:03:19.512546,2016-03-22 07:04:39.443772
9802,5103,19,2016-03-22 07:02:59.459713,2016-03-22 07:03:39.454074
5103,5102,19,2016-03-22 07:03:39.454074,2016-03-22 07:04:19.311667
5102,5105,19,2016-03-22 07:04:19.311667,2016-03-22 07:04:59.468349
5105,1306,19,2016-03-22 07:04:59.468349,2016-03-22 07:06:19.511451
1306,1094,19,2016-03-22 07:06:19.511451,2016-03-22 07:07:59.714944
1094,1064,19,2016-03-22 07:07:59.714944,2016-03-22 07:09:59.877652
1064,1111,19,2016-03-22 07:09:59.877652,2016-03-22 07:10:59.867043
1111,5108,19,2016-03-22 07:10:59.867043,2016-03-22 07:12:19.747171
5108,5109,19,2016-03-22 07:12:19.747171,2016-03-22 07:13:39.439166
5109,471,19,2016-03-22 07:13:39.439166,2016-03-22 07:14:19.837676
471,6864,19,2016-03-22 07:14:19.837676,2016-03-22 07:15:19.427518
6864,6865,19,2016-03-22 07:15:19.427518,2016-03-22 07:16:19.817276
6865,6866,19,2016-03-22 07:16:19.817276,2016-03-22 07:18:59.693131
6866,6867,19,2016-03-22 07:18:59.693131,2016-03-22 07:19:39.750639
6867,6869,19,2016-03-22 07:19:39.750639,2016-03-22 07:20:59.172806
6869,2805,19,2016-03-22 07:20:59.172806,2016-03-22 07:22:40.158437
2805,5081,19,2016-03-22 07:22:40.158437,2016-03-22 07:24:39.586562
5081,5082,19,2016-03-22 07:24:39.586562,2016-03-22 07:25:39.892949
5082,4958,19,2016-03-22 07:25:39.892949,2016-03-22 07:27:20.17895
4958,5087,19,2016-03-22 07:27:20.17895,2016-03-22 07:28:20.23092
9802,5103,19,2016-03-22 07:04:59.468349,2016-03-22 07:05:59.482347
5103,5102,19,2016-03-22 07:05:59.482347,2016-03-22 07:06:59.622181
5102,5105,19,2016-03-22 07:06:59.622181,2016-03-22 07:07:59.714944
5105,1306,19,2016-03-22 07:07:59.714944,2016-03-22 07:09:19.541523
1306,1094,19,2016-03-22 07:09:19.541523,2016-03-22 07:10:40.027697
1094,1064,19,2016-03-22 07:10:40.027697,2016-03-22 07:12:19.747171
1064,1111,19,2016-03-22 07:12:19.747171,2016-03-22 07:12:59.548664
1111,5108,19,2016-03-22 07:12:59.548664,2016-03-22 07:14:19.837676
5108,5109,19,2016-03-22 07:14:19.837676,2016-03-22 07:16:19.817276
5109,471,19,2016-03-22 07:16:19.817276,2016-03-22 07:16:40.114606
471,6864,19,2016-03-22 07:16:40.114606,2016-03-22 07:18:59.693131
6864,6865,19,2016-03-22 07:18:59.693131,2016-03-22 07:20:19.663552
6865,6866,19,2016-03-22 07:20:19.663552,2016-03-22 07:21:59.753132
6866,6867,19,2016-03-22 07:21:59.753132,2016-03-22 07:23:59.984148
6867,6869,19,2016-03-22 07:23:59.984148,2016-03-22 07:24:39.586562
6869,2805,19,2016-03-22 07:24:39.586562,2016-03-22 07:25:39.892949
2805,5081,19,2016-03-22 07:25:39.892949,2016-03-22 07:28:20.23092
5081,5082,19,2016-03-22 07:28:20.23092,2016-03-22 07:29:20.645476
5082,4958,19,2016-03-22 07:29:20.645476,2016-03-22 07:30:20.437966
4958,5087,19,2016-03-22 07:30:20.437966,2016-03-22 07:32:41.202851
1094,1064,19,2016-03-22 07:06:39.484069,2016-03-22 07:07:59.714944
1064,1111,19,2016-03-22 07:07:59.714944,2016-03-22 07:08:59.739208
1111,5108,19,2016-03-22 07:08:59.739208,2016-03-22 07:10:40.027697
5108,5109,19,2016-03-22 07:10:40.027697,2016-03-22 07:12:00.08127
5109,471,19,2016-03-22 07:12:00.08127,2016-03-22 07:13:19.96951
9802,5103,19,2016-03-22 07:08:59.739208,2016-03-22 07:09:39.801664
5103,5102,19,2016-03-22 07:09:39.801664,2016-03-22 07:10:59.867043
5102,5105,19,2016-03-22 07:10:59.867043,2016-03-22 07:12:00.08127
5105,1306,19,2016-03-22 07:12:00.08127,2016-03-22 07:12:59.548664
1306,1094,19,2016-03-22 07:12:59.548664,2016-03-22 07:14:19.837676
1094,1064,19,2016-03-22 07:14:19.837676,2016-03-22 07:16:19.817276
1064,1111,19,2016-03-22 07:16:19.817276,2016-03-22 07:17:00.14053
1111,5108,19,2016-03-22 07:17:00.14053,2016-03-22 07:17:59.368402
5108,5109,19,2016-03-22 07:17:59.368402,2016-03-22 07:19:39.750639
5109,471,19,2016-03-22 07:19:39.750639,2016-03-22 07:20:59.172806
471,6864,19,2016-03-22 07:08:59.739208,2016-03-22 07:10:40.027697
6864,6865,19,2016-03-22 07:10:40.027697,2016-03-22 07:11:39.801599
6865,6866,19,2016-03-22 07:11:39.801599,2016-03-22 07:13:39.439166
6866,6867,19,2016-03-22 07:13:39.439166,2016-03-22 07:14:59.675689
6867,6869,19,2016-03-22 07:14:59.675689,2016-03-22 07:16:19.817276
6869,2805,19,2016-03-22 07:16:19.817276,2016-03-22 07:17:20.035499
2805,5081,19,2016-03-22 07:17:20.035499,2016-03-22 07:19:59.663874
5081,5082,19,2016-03-22 07:19:59.663874,2016-03-22 07:21:39.994298
5082,4958,19,2016-03-22 07:21:39.994298,2016-03-22 07:23:59.984148
4958,5087,19,2016-03-22 07:23:59.984148,2016-03-22 07:25:00.600325
9802,5103,19,2016-03-22 07:13:59.540087,2016-03-22 07:17:20.035499
5103,5102,19,2016-03-22 07:17:20.035499,2016-03-22 07:18:19.536581
5102,5105,19,2016-03-22 07:18:19.536581,2016-03-22 07:19:39.750639
5105,1306,19,2016-03-22 07:19:39.750639,2016-03-22 07:21:39.994298
1306,1094,19,2016-03-22 07:21:39.994298,2016-03-22 07:23:59.984148
1094,1064,19,2016-03-22 07:23:59.984148,2016-03-22 07:25:00.600325
1064,1111,19,2016-03-22 07:25:00.600325,2016-03-22 07:27:20.17895
1111,5108,19,2016-03-22 07:27:20.17895,2016-03-22 07:28:20.23092
5108,5109,19,2016-03-22 07:28:20.23092,2016-03-22 07:29:20.645476
5109,471,19,2016-03-22 07:29:20.645476,2016-03-22 07:30:20.437966
471,6864,19,2016-03-22 07:30:20.437966,2016-03-22 07:31:40.400681
6864,6865,19,2016-03-22 07:31:40.400681,2016-03-22 07:33:00.133437
6865,6866,19,2016-03-22 07:33:00.133437,2016-03-22 07:36:00.414507
6866,6867,19,2016-03-22 07:36:00.414507,2016-03-22 07:36:40.48096
6867,6869,19,2016-03-22 07:36:40.48096,2016-03-22 07:38:00.621921
6869,2805,19,2016-03-22 07:38:00.621921,2016-03-22 07:39:00.392373
9802,5103,19,2016-03-22 07:18:59.693131,2016-03-22 07:19:59.663874
5103,5102,19,2016-03-22 07:19:59.663874,2016-03-22 07:20:59.172806
5102,5105,19,2016-03-22 07:20:59.172806,2016-03-22 07:22:40.158437
5105,1306,19,2016-03-22 07:22:40.158437,2016-03-22 07:25:00.600325
1306,1094,19,2016-03-22 07:25:00.600325,2016-03-22 07:27:20.17895
1094,1064,19,2016-03-22 07:27:20.17895,2016-03-22 07:28:41.108508
1064,1111,19,2016-03-22 07:28:41.108508,2016-03-22 07:30:20.437966
1111,5108,19,2016-03-22 07:30:20.437966,2016-03-22 07:31:20.43872
5108,5109,19,2016-03-22 07:31:20.43872,2016-03-22 07:32:20.104011
5109,471,19,2016-03-22 07:32:20.104011,2016-03-22 07:33:40.052287
1064,1111,19,2016-03-22 07:21:59.753132,2016-03-22 07:23:59.984148
1111,5108,19,2016-03-22 07:23:59.984148,2016-03-22 07:24:39.586562
5108,5109,19,2016-03-22 07:24:39.586562,2016-03-22 07:26:19.946105
5109,471,19,2016-03-22 07:26:19.946105,2016-03-22 07:27:20.17895
9802,5103,19,2016-03-22 07:23:59.984148,2016-03-22 07:25:00.600325
5103,5102,19,2016-03-22 07:25:00.600325,2016-03-22 07:26:19.946105
5102,5105,19,2016-03-22 07:26:19.946105,2016-03-22 07:27:20.17895
5105,1306,19,2016-03-22 07:27:20.17895,2016-03-22 07:28:41.108508
1306,1094,19,2016-03-22 07:28:41.108508,2016-03-22 07:30:20.437966
1094,1064,19,2016-03-22 07:30:20.437966,2016-03-22 07:31:40.400681
1064,1111,19,2016-03-22 07:31:40.400681,2016-03-22 07:32:41.202851
1111,5108,19,2016-03-22 07:32:41.202851,2016-03-22 07:34:00.307968
5108,5109,19,2016-03-22 07:34:00.307968,2016-03-22 07:35:40.050218
5109,471,19,2016-03-22 07:35:40.050218,2016-03-22 07:36:40.48096
471,6864,19,2016-03-22 07:36:40.48096,2016-03-22 07:38:40.66051
6864,6865,19,2016-03-22 07:38:40.66051,2016-03-22 07:39:40.211394
9802,5103,19,2016-03-22 07:26:19.946105,2016-03-22 07:27:20.17895
5103,5102,19,2016-03-22 07:27:20.17895,2016-03-22 07:28:20.23092
5102,5105,19,2016-03-22 07:28:20.23092,2016-03-22 07:29:20.645476
5105,1306,19,2016-03-22 07:29:20.645476,2016-03-22 07:30:20.437966
1306,1094,19,2016-03-22 07:30:20.437966,2016-03-22 07:32:00.583465
1094,1064,19,2016-03-22 07:32:00.583465,2016-03-22 07:33:40.052287
1064,1111,19,2016-03-22 07:33:40.052287,2016-03-22 07:35:40.050218
1111,5108,19,2016-03-22 07:35:40.050218,2016-03-22 07:36:00.414507
5108,5109,19,2016-03-22 07:36:00.414507,2016-03-22 07:37:40.266097
5109,471,19,2016-03-22 07:37:40.266097,2016-03-22 07:39:00.392373
