departure,arrival,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2015-12-07 11:33:29.304439,2015-12-07 11:47:29.349843,,,,,,,,,,20.025636,100.005518,80.003367,59.941749,100.029399,60.010288,60.03475,99.992503,100.018375,39.999121,119.984698
2015-12-07 11:33:29.304439,2015-12-07 11:39:49.321880,,,,,,,,,,,,,,,,40.052157,100.001804,79.978753,60.072428,99.912299
2015-12-07 11:33:49.330075,2015-12-07 11:56:49.391291,,,,,100.005518,60.043753,119.912582,60.01818,60.010288,119.979635,140.065993,80.003711,59.968227,80.079352,59.986423,59.986414,119.985948,100.018134,39.984355,120.012703
2015-12-07 11:38:49.388404,2015-12-07 12:02:49.459749,,20.000845,59.967591,60.105033,99.864571,60.055839,99.982862,60.043075,39.929742,120.038166,100.044473,80.016366,80.123756,79.817865,80.078033,39.93467,120.015127,80.023864,59.945514,100.083953
2015-12-07 11:45:49.351110,2015-12-07 12:09:49.415721,,20.018625,59.968227,60.083507,99.91293,60.086202,99.955498,80.039607,59.962882,80.078033,119.910081,80.068104,59.970152,80.01903,60.035761,60.031162,100.064387,79.873387,60.053449,119.933587
2015-12-07 11:53:29.560723,2015-12-07 12:17:49.459632,,19.854983,59.962882,60.091029,99.94817,60.043981,99.968514,59.945514,60.040985,100.07413,122.95809,76.982153,80.023308,79.961259,60.018921,60.028333,99.962848,80.055058,60.129041,119.84971
2015-12-07 12:00:49.399772,2015-12-07 12:25:29.512962,,19.976024,60.040985,60.034151,120.076722,42.921347,136.996362,60.092762,39.877596,100.009162,140.044766,60.011232,80.118717,79.869266,60.146716,39.876471,119.989004,83.053128,56.937985,120.040794
2015-12-07 12:08:09.445363,2015-12-07 12:32:49.489154,,20.009099,79.961259,39.984998,121.131715,58.893389,101.366011,78.750383,39.928241,100.080559,120.842045,79.083701,79.995405,80.006794,60.038472,39.99283,119.970257,100.054038,39.961748,119.992847
2015-12-07 12:15:49.609922,2015-12-07 12:40:29.514065,,19.989676,79.869266,40.005418,121.035149,39.883631,102.141121,76.936268,60.008511,100.031302,119.970257,79.988214,60.027572,100.054514,39.93562,60.013662,120.016036,79.984376,60.045228,119.968322
2015-12-07 12:23:29.472168,2015-12-07 12:50:49.597775,,19.998283,60.008511,60.038472,120.037968,59.896822,120.044083,79.989554,40.003293,100.217505,179.793856,80.054749,79.986731,99.963621,60.073614,60.126984,139.895754,79.939712,80.006201,120.049894
2015-12-07 12:31:49.553505,2015-12-07 12:57:29.607661,,19.932356,80.217916,60.002882,99.80948,60.067526,119.952008,79.978392,60.00627,100.109946,99.951222,80.020465,79.939712,80.006201,60.032254,60.01764,119.958272,100.05089,59.997434,120.00329
2015-12-07 12:38:29.545743,2015-12-07 13:02:09.619578,,20.009521,59.98246,60.061434,99.969594,40.061529,119.969791,60.001896,39.960676,119.985237,100.053997,79.974893,80.024118,80.006048,39.972094,60.200486,99.790411,100.035322,40.052911,119.961417
2015-12-07 12:45:49.603094,2015-12-07 13:09:49.663579,,19.998874,79.939712,39.992944,100.045511,60.01764,99.962781,59.961713,80.094432,80.162816,119.816036,80.009697,59.962003,80.326538,59.693165,60.0533,100.027821,79.997803,59.956255,120.041444
2015-12-07 12:54:09.572814,2015-12-07 13:19:09.637268,,20.034123,79.974099,60.019723,99.981248,60.023243,120.05149,59.966742,60.00538,99.941233,100.095785,100.031149,59.953808,100.009378,59.991875,39.981658,119.969822,100.064006,40.504487,119.465205
2015-12-07 13:00:49.670629,2015-12-07 13:24:49.740255,,20.017624,59.931325,59.999437,99.972268,60.045288,100.048006,79.997857,39.968403,100.009378,120.980734,79.2786,59.670492,100.582022,39.466179,59.998666,100.038355,79.955949,60.029339,120.079704
2015-12-07 13:08:29.697029,2015-12-07 13:34:09.659307,,19.985405,79.982656,59.995125,99.973533,59.991588,119.991399,60.014151,60.007356,180.053732,99.995342,61.063351,78.989588,79.918896,59.998102,40.048869,120.013189,79.949965,40.025623,139.964408
2015-12-07 13:16:09.637516,2015-12-07 13:44:29.797353,,20.03006,59.933391,60.105419,99.980288,59.940774,120.060584,59.976628,40.075595,99.897129,100.071669,79.969764,60.013848,80.002234,60.009245,59.96955,100.338802,79.722751,319.968682,140.093424
2015-12-07 13:23:09.688032,2015-12-07 13:52:29.763065,,21.062635,78.989588,59.930314,99.985354,60.002336,100.033228,80.009951,39.980448,99.991808,119.998349,340.138645,79.92742,79.954144,60.088136,59.938348,120.034748,80.044476,59.95177,120.013335
2015-12-07 13:31:09.669276,2015-12-07 13:59:49.757848,,20.032162,80.002706,39.968324,120.340028,59.669388,340.022045,59.989668,59.998655,100.014217,120.026293,80.003764,59.957015,80.063916,60.005608,60.020571,99.947031,100.052538,60.044022,119.930621
2015-12-07 13:38:49.732715,2015-12-07 14:05:09.813554,,19.968819,160.040726,59.995848,100.059245,59.97221,120.043288,59.952217,60.032892,99.993486,119.971344,59.992515,79.976137,80.051763,60.044022,39.987118,99.989996,101.036123,38.889025,160.084065
2015-12-07 13:47:29.812851,2015-12-07 14:11:29.831683,,19.919911,80.003764,59.957015,100.011938,40.057586,119.97731,59.991067,59.9812,100.046536,120.045163,67.12554,52.856072,100.878247,39.059452,60.143405,99.950838,99.961278,39.99981,120.0527
2015-12-07 13:56:49.783205,2015-12-07 14:20:49.978801,,20.048151,79.982989,59.966049,107.149487,33.910583,119.823736,59.191359,60.00932,99.893727,100.062687,79.962286,60.048104,79.998008,59.947296,60.024472,100.032614,79.950772,60.326543,119.867413
2015-12-07 14:02:49.828776,2015-12-07 14:26:49.862008,,19.960538,79.934338,40.089902,99.929189,59.988029,100.048211,80.076565,39.976135,99.983459,120.336707,60.128993,79.542672,99.967976,39.990361,60.19695,99.977786,99.890668,39.986512,120.028241
2015-12-07 14:10:29.783579,2015-12-07 14:36:49.927634,,20.071969,80.306162,39.667981,119.971768,40.040783,119.981272,60.018358,39.949618,180.045339,140.015856,80.009961,59.999362,99.940358,60.095581,60.008472,99.99738,82.913673,77.011747,120.098415
2015-12-07 14:15:49.784228,2015-12-07 14:41:09.891425,,20.496614,59.497699,60.092942,99.910368,60.19695,99.977786,79.858497,40.037601,140.009323,99.940358,80.075312,59.980712,80.045409,59.913013,80.040939,80.293549,119.733525,40.011704,159.994896
2015-12-07 14:23:09.948697,2015-12-07 14:47:09.897299,,19.863368,60.04062,60.021478,100.024641,39.927007,120.051867,59.980712,59.953869,80.004553,120.066715,100.044107,79.960129,79.973353,40.071035,59.959274,120.031005,79.996206,59.984741,99.993922
2015-12-07 14:30:49.858390,2015-12-07 14:55:09.936814,,20.031695,79.942458,62.984929,117.178652,59.962112,119.938293,59.964587,40.071035,79.972529,119.952807,60.061149,80.231311,79.747352,60.036868,40.286522,119.670023,80.022453,60.062999,119.96065
2015-12-07 14:38:49.934921,2015-12-07 15:03:30.092330,,19.922995,80.001322,40.032187,120.031005,39.950776,120.276741,59.772623,60.284032,99.681516,120.010094,79.976887,80.071584,79.978245,40.011066,60.189695,119.786563,80.086967,59.906159,120.186952
2015-12-07 14:46:29.923435,2015-12-07 15:10:49.951314,,19.999135,60.284032,60.014087,99.687988,59.989535,100.077952,79.855049,40.105601,100.064178,120.134726,59.849237,59.937216,99.988529,60.18163,40.182576,99.739341,99.933529,60.000218,140.00332
2015-12-07 14:53:49.902533,2015-12-07 15:18:57.020573,,20.04415,59.990131,59.99918,99.935642,60.264082,99.863501,79.910899,40.000582,120.309323,119.787303,79.927824,59.996714,103.021576,36.98096,59.997507,120.07035,99.91188,60.068339,127.038097
2015-12-07 15:01:29.905378,2015-12-07 15:26:50.228840,,20.00474,60.070078,40.112134,119.88532,39.967553,119.986794,60.000522,39.982025,120.074752,119.944002,61.096603,78.950353,80.159605,59.953159,60.041452,100.034504,80.917726,99.261171,159.880969
2015-12-07 15:02:29.910700,2015-12-07 15:16:49.982476,,,,,,,,,,,120.309323,79.794224,59.93679,99.996957,60.01877,39.983852,119.981291,100.001391,40.014424,140.034754
2015-12-07 15:09:29.966764,2015-12-07 15:34:50.174867,,19.94778,80.019856,40.054896,119.944002,61.096603,98.931453,60.178505,59.953159,100.247035,99.783806,80.017712,79.994988,81.066872,79.044128,39.965795,119.913374,100.049381,80.146663,119.852095
2015-12-07 15:16:09.980254,2015-12-07 15:43:30.224022,,19.9811,80.04692,40.084744,100.247035,59.828921,119.972597,60.2063,59.947742,99.933227,99.976934,79.920954,60.065251,79.970941,60.192669,59.847902,119.95675,80.189141,239.904169,119.970471
2015-12-07 15:24:30.136559,2015-12-07 15:52:10.269780,,20.308259,60.758613,59.025409,120.065309,59.832579,120.005808,60.190236,59.887149,99.959109,120.180352,60.108145,240.225862,79.56266,60.19583,59.736599,100.033958,100.014376,60.270698,119.77227
2015-12-07 15:18:09.974683,2015-12-07 15:30:30.200790,,,,,,,,,,,120.36537,79.727381,61.019266,99.261171,59.947742,60.169312,99.748429,119.913374,40.074062,
2015-12-07 15:34:50.174867,2015-12-07 16:02:50.791978,,20.058443,80.09464,60.021432,99.924747,60.089598,179.853106,59.977324,60.026948,139.991331,119.97912,80.054274,59.954485,79.98897,59.987119,60.00365,140.161625,99.864308,80.023637,140.562354
2015-12-07 15:32:50.322772,2015-12-07 15:49:30.191556,,,,,,,,,,,119.852095,100.153083,60.021432,60.108145,179.796024,60.429838,139.75849,99.759717,40.00138,139.98858
2015-12-07 15:33:10.355589,2015-12-07 15:58:30.248111,,,79.882659,39.995062,120.078152,59.929651,120.122614,59.827224,60.007061,100.048037,119.932429,60.047106,79.95073,80.015242,59.962667,60.020811,100.014251,119.990769,60.011081,140.056976
2015-12-07 15:45:30.185837,2015-12-07 16:13:30.280281,,19.992641,60.047106,59.938601,120.057203,60.024442,120.198062,60.065359,39.723382,180.109046,119.84019,80.049755,60.085944,99.935994,59.939806,60.028668,120.035538,159.978084,40.077918,159.966705
2015-12-07 15:40:10.363727,2015-12-07 16:06:50.345652,,,79.889824,60.429838,139.75849,59.736599,119.985707,80.062627,60.270698,79.677524,140.334217,59.750887,79.930997,80.150544,59.906432,59.933758,120.050285,100.930376,59.400247,159.782875
2015-12-07 15:56:50.241052,2015-12-07 16:24:50.423001,,40.100627,79.864089,60.005136,100.02125,60.008292,119.952922,80.486279,39.526017,120.063911,120.015608,80.071131,59.965691,119.965913,60.231711,79.770869,100.032216,139.999671,39.976737,180.123879
2015-12-07 15:53:10.189285,2015-12-07 16:20:30.309221,,,59.987119,40.083734,99.998933,60.082608,119.84019,60.047755,60.00253,179.961214,120.012296,80.621147,99.414725,80.07204,79.918948,80.047757,100.07594,119.934277,59.977639,140.041084
2015-12-07 16:06:10.246113,2015-12-07 16:34:10.440528,,19.959551,60.05191,60.012001,99.966083,40.077918,120.008429,60.032615,59.933298,199.980219,120.044536,80.016193,62.930401,77.10773,40.082254,59.889856,140.159496,99.967864,140.005128,139.968933
2015-12-07 16:03:30.253562,2015-12-07 16:29:10.747786,,,59.939806,60.028668,100.083928,60.009113,119.920581,80.052884,39.943982,100.122096,120.165009,99.740219,60.02126,80.31337,79.727907,39.976737,120.067875,99.97211,100.074711,120.333968
2015-12-07 16:15:30.284234,2015-12-07 16:42:30.534202,,20.235395,59.787293,59.983929,99.982701,60.035669,122.950046,57.053793,60.136191,102.956144,137.238332,59.82274,59.97678,80.028348,79.952716,80.019272,139.966434,119.978985,80.061557,140.083643
2015-12-07 16:11:10.259381,2015-12-07 16:38:30.653694,,,80.054945,39.956588,100.017004,60.231711,99.740219,80.062866,39.950838,160.006786,120.064096,79.994673,43.066288,77.131921,60.106411,59.82274,179.920605,120.056511,79.921526,160.288585
2015-12-07 16:25:10.367903,2015-12-07 16:52:30.510921,,19.971204,79.985474,40.212735,100.21047,59.698999,119.934031,60.043495,60.016217,179.959795,120.029309,79.982514,80.085218,79.982763,79.95534,80.13639,99.893331,119.954425,39.994424,140.096884
2015-12-07 16:20:50.318784,2015-12-07 16:47:10.385929,,,59.980338,60.050859,100.09927,59.889856,120.198209,60.106411,40.104059,159.723809,139.968933,60.043634,60.162232,79.90335,60.10395,59.740222,100.028549,120.057662,59.939723,179.966079
2015-12-07 16:30:50.420967,2015-12-07 16:57:50.500177,,20.026106,59.933743,80.020644,200.008557,60.044541,120.087231,59.882737,60.072838,219.952895,120.014929,83.02844,76.920409,80.058751,60.038133,59.99311,119.971193,99.988383,40.03657,
2015-12-07 16:41:10.422465,2015-12-07 17:07:10.523953,,19.989892,60.121845,59.923689,99.989877,60.066616,99.977489,63.001755,56.907252,120.034732,120.031502,79.980778,60.094296,99.957989,39.965905,80.07098,99.962167,99.96221,60.112923,179.949591
2015-12-07 16:36:50.410017,2015-12-07 17:02:10.533580,,,60.044541,40.199136,119.758452,40.010319,120.057662,59.939723,80.030409,120.014929,119.954425,60.060612,79.955387,80.099916,60.010626,79.92907,99.988383,100.018034,60.055421,139.996518
2015-12-07 16:46:50.411086,2015-12-07 17:12:10.607738,,19.974843,60.079995,79.953689,100.018599,60.008215,120.099727,59.901738,40.049796,120.002489,120.036885,79.970741,60.025777,100.03086,59.954315,59.987932,119.98849,79.99967,60.017465,120.095426
2015-12-07 16:51:10.438212,2015-12-07 17:17:50.557452,,20.034576,60.038133,59.99311,119.971193,40.066964,122.902195,57.023862,60.043722,160.032707,119.974081,120.044124,79.933707,100.04739,39.984707,60.004253,120.136449,99.968902,39.925008,119.994157
2015-12-07 17:01:10.507803,2015-12-07 17:27:10.533089,,19.991426,60.106935,59.861034,100.011529,40.02796,99.977335,60.034125,59.979052,180.097644,100.112534,79.905551,79.966333,80.008433,79.982806,59.954867,140.052592,99.93832,40.028509,119.988301
2015-12-07 16:57:30.533972,2015-12-07 17:22:50.577959,,,59.93211,60.030015,120.003132,40.034351,120.040782,59.904365,59.982608,100.033842,120.048799,80.002907,60.060855,80.061647,60.058415,79.835495,100.00837,119.998835,40.024225,159.983234
2015-12-07 17:07:50.495177,2015-12-07 17:32:30.617839,,20.001409,59.998261,60.017465,120.095426,39.943244,100.176818,59.885128,39.953307,99.991217,100.013048,99.952612,40.00589,80.045194,79.942083,40.028509,119.988301,120.051806,60.057146,139.975798
2015-12-07 17:16:10.566235,2015-12-07 17:44:30.637575,,19.982777,80.00844,60.049607,99.918308,59.968886,100.079943,79.942083,160.01681,100.073614,139.967418,80.043718,80.031825,79.925659,60.011355,100.009811,100.032846,99.969385,59.990647,140.048208
2015-12-07 17:13:50.624793,2015-12-07 17:26:50.541440,,,80.013494,59.927948,99.991217,100.013048,119.923753,60.021226,80.057716,179.968245,,,,,,,,,,
2015-12-07 17:20:50.520211,2015-12-07 17:48:50.663471,,20.002901,79.992367,80.057716,99.96616,60.085693,99.942781,80.077646,39.996566,179.97223,119.961052,80.031012,59.996935,80.00388,80.001685,79.990518,99.961827,120.350752,59.814271,159.937268
2015-12-07 17:25:50.576233,2015-12-07 17:53:10.657650,,19.998557,80.008867,60.056191,119.964297,60.016832,120.109682,79.875304,61.072404,98.924903,139.98507,60.045994,79.955033,80.122876,59.925332,60.018386,99.985716,120.023273,80.056223,159.936477
2015-12-07 17:29:10.584895,2015-12-07 17:41:50.590938,,,,,,,,,,,,99.955204,80.046132,100.063433,59.956299,39.982565,140.007961,79.981958,60.030388,99.982103
2015-12-07 17:35:30.588528,2015-12-07 18:01:10.853577,,21.089839,58.912187,40.012716,99.975177,60.030388,119.980532,59.971813,60.120076,99.976346,100.014132,99.993216,60.137422,99.853234,40.026522,60.009922,140.019249,119.98746,60.001616,140.153202
2015-12-07 17:31:30.620977,2015-12-07 17:57:30.767308,,,59.996862,60.11282,99.844664,41.103044,98.924903,59.987094,60.038971,139.961603,120.022991,80.298003,59.814271,79.945531,60.010043,80.032012,100.069033,119.909228,60.054225,180.021033
2015-12-07 17:45:10.911932,2015-12-07 18:09:30.917389,,19.744029,60.01562,79.984035,100.050939,60.014618,99.980591,59.955886,60.020503,100.033146,100.056009,99.968316,60.071899,99.877009,40.09936,60.01341,120.090854,79.843053,60.415831,99.770349
2015-12-07 17:40:50.634334,2015-12-07 18:05:10.777610,,,59.956604,60.014866,100.031771,60.018386,99.985716,60.018578,60.004695,80.056223,159.936477,80.088625,59.937628,80.041128,59.973728,60.001616,120.00495,80.092293,40.007415,139.972577
2015-12-07 17:55:10.672671,2015-12-07 18:20:30.823921,,20.011232,80.041128,40.042277,119.97537,40.064845,119.990095,60.02178,60.025285,99.918633,99.953768,100.07906,60.01628,99.997813,59.998085,60.112378,120.110657,99.811873,40.011931,139.96876
2015-12-07 17:50:50.647213,2015-12-07 18:16:10.903674,,,60.008393,40.026522,120.064147,39.926396,120.095344,59.971015,59.996594,80.019937,140.049472,80.03965,59.932927,80.039541,59.899933,60.068635,120.017042,80.007476,80.100899,179.992538
2015-12-07 18:05:30.888156,2015-12-07 18:30:30.895890,,19.87516,59.967893,60.415831,99.770349,79.934288,99.977435,59.955644,60.119927,99.998991,119.951487,80.01175,59.95701,80.029901,80.005248,59.965961,100.037615,100.048076,59.946,120.039168
2015-12-07 18:00:50.705325,2015-12-07 18:25:10.881205,,,80.092293,40.007415,99.931312,60.151811,99.901746,59.97783,60.028412,100.055533,119.956645,80.067981,60.05901,80.072302,79.831695,60.01102,119.985345,80.009455,60.01394,120.022135
2015-12-07 18:15:10.935313,2015-12-07 18:39:50.935571,,20.074614,59.997688,59.835615,100.006617,60.00177,100.002205,80.005248,59.965961,100.037615,100.048076,79.99352,79.948834,80.045825,60.04265,60.043032,119.981797,101.108098,38.872472,119.988621
2015-12-07 18:10:30.802761,2015-12-07 18:34:50.874008,,,80.007476,40.018875,120.075571,40.03063,99.918403,80.001445,59.994686,79.974074,140.051784,60.001397,80.004103,79.987097,79.999291,39.989129,120.039168,99.982022,40.002352,119.993744
2015-12-07 18:25:10.881205,2015-12-07 18:51:50.972794,,20.003825,59.983272,79.999291,99.979966,40.005517,99.981009,100.150498,39.920216,100.087264,119.954887,80.005928,59.970197,120.128312,39.939062,80.004838,100.000815,140.007836,60.02568,159.943176
2015-12-07 18:20:30.823921,2015-12-07 18:47:50.972928,,,80.029901,40.071418,119.899219,40.056746,120.203448,59.740214,60.036605,180.01644,120.026887,59.977487,80.092284,100.414157,59.564151,80.008213,100.090296,99.940793,59.998554,179.982194
2015-12-07 18:36:10.956683,2015-12-07 19:00:31.083828,,20.017887,60.066184,59.992922,99.889399,60.10006,119.905621,60.066531,39.995447,100.012788,120.140505,59.882212,80.04338,100.013901,39.953122,79.986472,100.005845,80.056221,39.97142,140.027228
2015-12-07 18:30:50.905426,2015-12-07 18:56:51.052899,,,100.036125,39.938205,120.00253,40.109777,119.954887,80.005928,39.982693,140.115816,119.9439,79.964275,79.953027,100.231438,59.882212,80.04338,79.976409,99.990181,59.944547,120.072143
2015-12-07 18:44:50.990734,2015-12-07 19:10:51.065143,,39.968828,79.953027,60.060339,120.064746,60.031945,100.013901,79.952689,59.944547,100.043649,120.105813,79.915582,80.086806,80.028085,99.970633,19.975959,99.995874,119.980296,20.092515,139.889175
2015-12-07 18:40:50.994670,2015-12-07 19:05:31.124136,,,80.056717,39.939062,99.978846,59.990267,100.016446,60.02793,60.02568,100.040001,119.915587,80.069071,59.989546,79.980582,80.017113,40.0887,119.95361,80.145223,79.875239,140.019846
2015-12-07 18:56:11.028959,2015-12-07 19:21:31.187392,,19.995446,60.060775,39.97142,159.989633,40.049376,160.035715,39.964966,40.027846,99.981079,100.039225,80.017922,60.146298,79.775556,40.032733,60.002939,140.038115,60.018809,79.950885,160.059695
2015-12-07 18:50:51.069619,2015-12-07 19:14:51.180597,,,59.903175,60.012412,100.037908,60.01524,100.007254,60.010992,60.049574,99.940059,140.058057,60.027034,60.033063,79.921909,59.976543,60.113129,119.950907,79.92263,60.113216,120.017876
2015-12-07 19:00:31.083828,2015-12-07 19:25:11.164015,,19.962405,60.182818,79.875239,80.002993,60.016853,119.938703,60.113129,39.98862,99.900555,120.097578,79.957167,80.025737,79.971046,60.063057,39.966629,119.96072,80.055198,60.017414,139.984326
2015-12-07 19:10:31.126875,2015-12-07 19:25:31.173715,,19.938268,80.086028,40.01155,120.017876,39.965028,100.049426,59.907536,60.063413,99.964785,120.048904,80.015072,79.978954,,,,,,,
2015-12-07 19:06:11.103157,2015-12-07 19:30:51.142868,,,60.002058,59.978238,120.078909,39.902781,120.097578,59.964064,60.053812,119.936074,120.011026,60.051275,100.00842,59.979231,60.015186,79.996154,79.979744,100.025107,60.036969,119.923085
