departure,arrival,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2015-12-07 19:20:51.130785,2015-12-07 19:45:51.217778,,40.056607,79.992297,40.00212,119.991906,39.983992,140.045811,59.933283,40.075298,119.960141,120.011971,60.097854,59.970444,99.960945,39.959258,60.051198,99.968781,100.097847,39.95042,139.97682
2015-12-07 19:16:31.158003,2015-12-07 19:41:11.192691,,,60.018809,39.925775,100.076385,59.951813,120.048904,80.015072,39.983202,79.979744,140.045811,59.933283,80.006067,80.029372,60.016577,40.010874,120.002057,79.977022,60.019493,179.994428
2015-12-07 19:31:31.183691,2015-12-07 19:55:51.287996,,20.086216,59.88593,60.043854,100.028655,40.024163,119.945754,60.010612,59.989322,80.00775,120.035011,60.018394,79.958426,80.001857,60.029292,59.973571,80.033469,119.979977,80.033757,120.018295
2015-12-07 19:27:31.196825,2015-12-07 19:51:51.236759,,,19.985989,60.036969,100.020538,59.94337,100.005126,59.995394,60.097854,99.890597,100.00005,80.094998,59.952337,99.981273,40.01441,80.043622,79.958426,60.012497,139.992223,160.014261
2015-12-07 19:27:31.196825,2015-12-07 19:35:51.201748,,,,,,,,,,,,,,,,80.022958,100.020538,99.931919,39.983597,180.045911
2015-12-07 19:36:31.223543,2015-12-07 20:01:31.344944,,19.949119,60.040792,59.996889,100.010342,59.985262,100.009783,80.043622,40.019417,179.970158,79.974833,80.021819,59.99118,80.01599,60.018079,59.947866,100.03646,100.094465,39.932858,140.062467
2015-12-07 19:45:11.278769,2015-12-07 20:09:31.289444,,39.939009,60.012497,80.018652,99.964897,60.031755,99.990365,80.033757,59.969415,80.013925,99.979504,80.049932,80.031527,80.016215,59.98137,40.011631,99.95074,80.026284,59.970948,120.018252
2015-12-07 19:55:31.310249,2015-12-07 20:19:11.279494,,19.977747,79.980183,39.964366,100.112198,59.969261,99.94611,59.978944,60.112967,79.922097,119.99707,79.997905,60.017811,79.970944,60.030959,60.042458,99.983463,100.000961,39.985621,119.97818
2015-12-07 20:05:31.274122,2015-12-07 20:30:51.396033,,20.042512,59.990814,59.97854,100.003456,60.014744,99.984623,60.042458,79.964731,120.019693,100.22143,99.784832,120.021118,39.943748,60.041748,80.025589,100.01321,79.99063,59.96299,120.075045
2015-12-07 20:15:51.334533,2015-12-07 20:39:31.480201,,20.045622,79.919236,40.237732,99.784832,60.019096,119.958556,60.02035,60.034201,59.97477,120.02907,59.96299,80.09716,79.916929,80.009847,39.973548,100.091605,100.017903,40.003959,120.048262
2015-12-07 20:25:11.383250,2015-12-07 20:50:51.442559,,19.968267,79.963649,60.042832,99.98037,60.25641,139.750146,60.067805,59.969314,100.140689,122.668248,77.177943,80.059432,80.012066,60.047777,39.935881,120.017817,99.994723,60.023867,119.982073
2015-12-07 20:35:31.400593,2015-12-07 20:59:31.375273,,20.596386,59.431001,60.035054,100.017167,39.964571,139.995649,39.957949,60.025709,99.988375,100.022798,80.025234,59.991937,99.955004,59.996933,40.026977,99.987935,120.0676,19.947297,139.941104
2015-12-07 20:45:31.377717,2015-12-07 21:08:31.555649,,20.034737,60.05967,39.963128,100.021002,65.3499,94.633537,79.991646,39.977467,100.004989,100.020376,80.006782,59.934322,80.284923,59.732975,40.040501,100.048673,100.059673,39.960694,120.052937
2015-12-07 20:55:11.408471,2015-12-07 21:19:11.598611,,20.005322,80.073079,39.93524,99.972897,100.265187,59.732975,80.110171,39.916959,100.099365,120.038928,59.997055,60.024776,80.026151,59.958415,59.920136,100.01634,100.068421,40.00077,140.027953
2015-12-07 21:05:51.542018,2015-12-07 21:28:31.544984,,19.955384,59.947371,60.074812,100.000527,60.086464,99.884364,63.04599,36.961409,100.048462,99.972483,80.068345,59.918137,59.973631,60.007533,40.083408,100.021467,99.933687,39.981728,120.037764
2015-12-07 21:15:51.546801,2015-12-07 21:38:31.587317,,20.023087,59.968018,59.964405,100.003455,40.042106,99.998307,59.989653,60.055973,79.928023,120.040037,80.010342,60.002795,59.98137,60.063064,39.940303,100.052926,80.005076,59.910034,120.061542
2015-12-07 21:23:31.513434,2015-12-07 21:48:51.725861,,20.017678,79.99602,60.033527,99.988733,60.020815,99.958131,80.089098,59.895436,100.040197,119.972706,80.026336,100.094741,79.9605,59.966423,40.000998,120.138421,79.877789,60.182743,119.952135
2015-12-07 21:35:31.615741,2015-12-07 21:58:51.934461,,19.896837,80.06135,39.978183,100.094741,59.920145,100.034224,59.99681,60.158972,99.83398,120.205639,59.929239,80.033793,80.039723,40.147915,59.849789,100.121845,80.009227,39.910708,120.0956
2015-12-07 21:45:31.536650,2015-12-07 22:09:52.258951,,20.054333,60.182743,39.971248,119.970133,40.044547,120.187638,59.849789,60.102112,79.708509,160.312984,79.98649,60.170997,80.022643,60.058449,60.027738,100.027292,100.064847,59.894121,100.085688
2015-12-07 21:55:31.607702,2015-12-07 22:19:52.502792,,20.090337,60.140822,60.057751,119.930542,40.251019,120.009961,80.098869,60.062819,79.780219,100.191179,80.062714,59.972617,80.122084,60.040052,40.045602,120.026014,99.873162,41.050385,139.088942
2015-12-07 22:05:12.243706,2015-12-07 22:30:32.684106,,19.970589,80.240101,59.766824,120.037731,39.995253,120.164483,79.885622,60.01565,79.931713,140.085325,60.027629,80.165952,100.053337,40.255417,59.646172,100.031745,100.169707,60.194818,119.802332
2015-12-07 22:15:12.490303,2015-12-07 22:38:52.922362,,19.891098,79.982064,41.050385,98.968823,60.023517,120.554669,59.878473,39.590686,100.251662,120.005276,60.194818,59.988928,79.957679,59.868321,60.065747,99.936874,80.217415,60.023292,119.982332
2015-12-07 22:25:12.546363,2015-12-07 22:48:33.150055,,20.135317,60.047891,59.957385,101.085231,38.853464,120.071051,60.065747,60.224038,99.859966,99.985331,80.003084,60.020564,80.000561,60.048883,39.943642,100.21614,79.936294,60.110837,120.038266
2015-12-07 22:35:32.846453,2015-12-07 22:58:33.424847,,20.070285,60.023292,39.858551,100.186917,39.960542,139.970231,60.04893,40.148855,120.053342,119.918398,60.116575,60.24816,59.785778,59.972573,40.143721,119.904203,80.096786,39.902399,120.168856
2015-12-07 22:46:33.111789,2015-12-07 23:09:33.897524,,20.007984,79.89238,40.190218,99.938602,40.154952,119.910392,40.020881,40.029608,100.097776,120.014918,59.911837,60.512011,79.656322,60.058154,60.079195,100.012171,79.953272,60.102551,120.242511
2015-12-07 22:55:13.319007,2015-12-07 23:18:53.836056,,19.948923,59.988061,60.104125,99.921221,60.512011,99.608846,79.997758,40.189879,80.009359,120.027894,79.969519,60.300921,79.723578,60.177404,39.913031,119.948671,100.2076,39.868642,120.099606
2015-12-07 23:11:13.923523,2015-12-07 23:34:14.356151,,19.995944,79.839141,40.064104,100.582644,39.400598,120.209342,59.82076,40.118457,100.228161,119.78649,60.148806,79.877345,60.200479,59.897967,59.980156,100.139315,79.963789,39.960186,120.218944
2015-12-07 23:13:33.822712,2015-12-07 23:25:33.995315,,20.008679,59.937642,40.079267,100.145806,40.02119,99.939217,60.116624,59.80268,100.095347,140.026151,,,,,,,,,
2015-12-07 23:30:14.213232,2015-12-07 23:53:54.824014,,20.020659,80.032597,40.008634,120.072852,39.921445,120.088599,60.156567,39.984635,99.98546,99.978288,80.181684,60.011798,80.002889,59.884995,40.15412,119.938486,80.078185,60.001892,120.106997
