departure,arrival,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2015-12-07 13:28:06.193461,2015-12-07 14:16:26.390687,,,39.963547,59.988549,300.068957,199.99002,120.032785,59.99581,80.073464,119.908297,120.071577,119.997392,219.973127,100.053518,99.957753,100.094357,100.027909,120.027122,59.958923,80.038205,99.949538,39.996331,79.982383,119.968141,60.175088,139.903328,39.972207,60.373802,99.603619,60.051477
2015-12-07 13:42:26.306593,2015-12-07 14:29:26.538303,,,60.009216,99.953757,239.995591,200.039602,140.015576,79.97405,120.073357,119.985014,140.012159,119.984678,139.993432,140.044582,100.009277,79.992698,39.972207,159.977421,20.353423,99.700282,79.989659,80.321215,79.689992,120.030264,59.999339,100.099499,39.962104,39.979445,80.068263,40.005608
2015-12-07 13:54:46.320335,2015-12-07 14:22:26.369104,,,60.024556,60.561647,319.375624,160.082149,119.978714,40.027717,100.016865,100.009277,79.992698,39.972207,180.330844,99.700282,79.989659,100.017175,119.969355,,,,,,,,,,,,,
2015-12-07 14:06:46.343025,2015-12-07 14:47:26.626509,,,40.027717,59.918396,180.057366,180.016116,140.065715,39.96458,160.310874,79.689992,59.975323,60.054941,119.996602,140.321891,99.795765,119.919158,59.977693,140.045843,60.064201,60.122319,99.919052,21.019353,98.874482,100.150643,80.021171,59.957334,80.028709,60.014517,39.973731,
2015-12-07 14:18:26.420277,2015-12-07 15:03:47.145393,,,60.023748,59.955724,280.08254,139.982143,139.940134,80.053352,79.977236,80.067089,100.103804,19.939151,181.060724,159.105767,99.975798,99.97115,119.994141,59.965876,59.962216,100.03745,100.041079,60.096438,79.89276,160.018083,100.009623,79.999687,60.238134,59.795892,59.94481,40.490567
2015-12-07 14:24:26.423384,2015-12-07 14:36:46.667517,,,,,,,,,,,,,,,,,,,,59.997263,80.06434,60.257551,79.713035,79.987927,119.991654,80.067089,59.978754,60.064201,60.122319,
2015-12-07 14:29:46.404566,2015-12-07 15:14:06.684518,,,40.038934,60.013961,320.210056,159.897274,139.946236,40.622937,59.518254,80.006419,159.967872,119.991247,180.077016,119.953825,160.018083,120.043502,59.965808,100.014415,20.019611,80.092497,79.911104,59.983626,40.020881,60.046473,99.907218,100.321775,39.67469,40.047268,60.050281,59.918689
2015-12-07 14:43:46.888033,2015-12-07 15:25:46.767942,,,39.721519,80.028709,119.980393,159.999666,80.105169,80.032348,40.916343,119.010732,160.054876,99.938202,160.026066,120.011561,59.983626,120.012399,120.02291,80.035666,39.915343,80.082268,80.236818,79.778606,179.893849,60.120051,80.049695,79.980899,20.014557,60.007661,80.065773,39.854204
2015-12-07 14:55:26.677877,2015-12-07 15:36:46.868692,,,20.005035,79.983768,80.071108,160.176336,99.787932,60.443337,99.599894,59.972837,119.958898,60.066225,159.972301,99.963282,100.055763,120.061974,100.044098,120.004183,59.924023,80.302604,99.842263,60.412637,119.474607,120.019559,120.136649,79.907308,40.031038,59.956403,60.26279,39.753963
2015-12-07 15:06:06.671047,2015-12-07 16:02:47.252481,,,40.025774,80.015248,140.031309,199.935452,140.118151,60.036734,120.00695,120.004183,119.911535,160.011559,160.23269,159.850411,120.340716,119.66018,60.26279,180.164257,139.584979,120.119171,99.933554,80.079704,100.01608,119.999366,79.978794,99.95453,60.075855,60.00933,159.986205,300.235927
2015-12-07 15:17:26.796567,2015-12-07 15:23:27.071475,,,,,,,,,,,,,,,,,,,,,,,,,59.956462,120.31403,39.777789,40.029746,59.96571,40.231171
2015-12-07 15:18:46.675102,2015-12-07 16:00:07.086802,,,60.120051,60.106797,139.854433,200.05537,99.989229,40.035651,59.962795,80.051615,80.423177,99.621316,120.219193,119.74767,100.193678,179.833293,100.048163,60.088955,99.976131,139.957033,80.039677,59.993939,119.997394,60.005394,100.030082,100.020827,60.172245,59.867592,,
2015-12-07 15:30:46.893423,2015-12-07 16:18:07.298545,,,80.063767,39.87044,280.082203,239.954132,100.130147,79.943421,100.042707,80.034386,139.964643,79.983717,200.042539,160.044134,180.037143,100.011218,80.032117,160.027456,100.034546,100.002129,120.037226,79.984885,100.039428,159.984235,80.058503,,,,,
2015-12-07 15:43:26.983136,2015-12-07 16:38:47.556181,,,59.954397,80.047447,199.897739,220.071057,120.04228,60.037135,39.992947,120.011913,100.048751,140.043847,159.972693,140.088797,59.997291,140.222469,99.80448,180.051857,99.977549,60.05276,100.000746,80.122276,139.91578,120.079942,120.60802,79.366921,60.151444,79.896841,319.964464,140.151202
2015-12-07 15:53:46.990662,2015-12-07 16:08:47.236834,,,40.014863,80.027666,80.016468,180.037143,120.090958,40.074721,79.912716,139.898466,140.173171,,,,,,,,,,,,,,,,,,,
2015-12-07 16:01:47.098020,2015-12-07 16:55:27.448000,,,,120.153696,139.874735,180.067817,159.987297,60.034001,80.040241,179.989978,120.153489,120.022293,139.91578,120.079942,120.60802,99.432201,79.971441,160.000639,59.985006,79.98907,80.146581,59.903486,99.954184,140.086889,79.900064,80.031362,80.021548,139.986832,200.033065,239.980323
2015-12-07 16:01:47.098020,2015-12-07 16:13:27.250902,,,,,,,,,,,,,,,,,,,,,,,,,60.154461,59.999235,39.854787,80.05109,240.052411,220.040898
2015-12-07 16:12:07.214971,2015-12-07 16:56:07.466903,,,40.000595,99.95747,160.072749,240.175782,119.921766,80.45589,99.656547,80.569539,99.432201,40.086164,159.908663,160.153016,99.944894,139.898386,160.046173,59.948179,39.999859,140.004936,99.951649,60.024226,100.002273,100.00737,80.053391,80.01954,59.941771,40.018903,,
2015-12-07 16:13:07.232756,2015-12-07 16:30:27.428951,,,,,,,,,,,,,,120.033255,99.974031,140.159232,120.022293,139.91578,60.461876,119.625661,101.216045,58.816581,79.971441,,,,,,,
2015-12-07 16:25:27.417289,2015-12-07 16:56:27.535095,,,,,140.072091,179.888154,140.052056,59.985006,120.238609,99.800528,99.954184,60.160476,159.826477,160.05291,120.004428,199.982722,80.029322,179.983748,60.087095,,,,,,,,,,,
2015-12-07 16:31:07.440515,2015-12-07 16:38:27.548781,,,59.948422,60.040653,139.974076,180.145115,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 16:34:47.456976,2015-12-07 16:46:47.428177,,,,,,,,,,,,,,,,,,,,,,,,,,,60.001894,140.048223,299.887777,220.033307
2015-12-07 16:41:47.494806,2015-12-07 16:57:27.588029,,,40.196309,59.751729,119.982237,99.970387,100.174453,59.849298,80.015711,120.051759,99.976095,39.985216,120.140029,,,,,,,,,,,,,,,,,
2015-12-07 16:41:47.494806,2015-12-07 16:55:27.448000,,,,,,,,,59.948179,119.931697,180.077526,39.971447,160.011275,160.081209,99.931861,,,,,,,,,,,,,,,
2015-12-07 17:30:47.592691,2015-12-07 18:20:07.901045,,20.016272,39.950093,80.084395,119.968419,160.07699,99.970419,79.938402,140.066925,340.006275,120.005381,119.995025,180.115405,160.06416,119.940341,80.042032,99.98816,119.955961,40.165037,99.896058,80.021643,39.97101,80.321953,119.721535,80.102634,139.864805,20.008266,19.991703,40.063347,119.995708
2015-12-07 17:07:47.550729,2015-12-07 17:52:47.671287,,,,,,139.95871,160.220158,59.950001,59.926358,99.945179,259.998133,40.030125,200.005892,160.021532,119.9932,160.035281,80.003283,120.060727,39.937986,59.959795,200.068754,79.987087,120.998679,58.992378,80.003574,120.046482,59.928038,80.129777,79.951963,59.967466
2015-12-07 17:07:47.550729,2015-12-07 17:39:07.665267,,,,,,,,,,,,79.955317,140.058315,280.029345,59.956234,199.992444,80.022561,80.081527,59.935242,79.99489,80.059521,39.970692,100.018768,139.995363,79.988587,140.002335,20.087438,59.954666,59.969102,100.042191
2015-12-07 17:07:47.550729,2015-12-07 17:28:47.592639,,,,,,,,,,,,,,,,,,60.018221,59.924355,100.071056,100.041868,60.07588,119.911597,100.062355,119.948609,99.974723,79.990476,59.994756,100.011979,200.016035
2015-12-07 17:07:47.550729,2015-12-07 17:20:47.549268,,,,,,,,,,,,,,,,,,,,,,,60.018221,120.021642,120.139005,79.952512,59.902883,60.008714,79.914072,200.04149
2015-12-07 17:07:47.550729,2015-12-07 17:15:27.583919,,,,,,,,,,,,,,,,,,,,,,,,,,79.955317,60.003393,60.084874,100.135284,159.854322
2015-12-07 17:11:27.564361,2015-12-07 17:58:07.821143,,,60.032563,80.082674,259.895148,139.967638,160.104088,59.935242,60.033496,219.977429,120.000052,40.028257,79.988587,140.002335,60.025424,100.051566,59.966455,119.942366,39.995888,100.071037,40.987003,99.005545,219.964927,100.054181,80.047191,120.118662,59.877051,60.193083,59.896716,60.012178
2015-12-07 17:22:47.569869,2015-12-07 18:13:07.874582,,,40.005461,100.03988,160.001464,139.972647,160.020214,60.089414,79.912921,200.080303,139.905508,181.053928,119.044734,260.0724,99.935078,99.964543,80.017141,100.109369,40.014091,119.954545,100.111572,79.935863,99.962678,80.108894,99.966807,79.991724,60.019036,59.963139,100.029453,80.021906
2015-12-07 17:41:47.652930,2015-12-07 18:36:27.929150,,,60.004677,140.015153,280.009847,160.03743,159.999129,60.193083,79.850597,220.063965,159.946812,100.003723,180.000381,200.074949,99.99954,80.041677,119.948128,100.090996,59.929506,100.010686,100.013033,99.993985,80.012661,140.970158,119.035831,120.061809,39.923965,60.035346,80.015015,79.994138
2015-12-07 17:54:07.842115,2015-12-07 18:43:47.952673,,,79.90063,100.06622,220.066117,220.374276,219.59169,60.019036,120.292963,119.721535,219.967439,20.008266,120.048666,139.950164,140.072397,79.95861,99.989868,140.026322,42.993523,96.980288,80.014526,60.035346,100.015556,99.966059,80.032362,79.970483,60.023484,60.061199,59.927403,60.03613
2015-12-07 18:02:27.786237,2015-12-07 18:53:27.972740,,,60.035148,119.955961,120.030219,220.345482,199.824169,139.864805,100.090996,99.968028,99.976094,140.028766,159.964087,140.026322,99.969575,160.023596,79.983887,80.115097,59.913143,160.002845,80.023168,80.027717,140.062529,139.947381,59.992816,139.988746,40.051381,99.991516,39.983029,
2015-12-07 18:10:27.843912,2015-12-07 18:58:28.040390,,,100.667199,79.341105,260.102749,179.950206,160.025424,99.949529,99.989868,183.019845,96.980288,140.049872,119.98259,240.00187,80.023168,119.973745,20.018219,120.061496,59.961049,120.072548,99.96793,40.011209,39.951831,140.060343,80.048036,59.912401,40.017294,39.979086,60.077578,
2015-12-07 18:21:07.873209,2015-12-07 19:11:48.117642,,,40.00393,79.972074,120.030911,199.986234,139.999531,80.094797,119.924471,100.01743,260.227365,99.859188,159.975193,240.050349,139.979139,119.99589,39.983029,159.993692,40.017294,100.056664,99.977864,80.136495,79.913798,139.953693,100.068213,59.976259,60.02463,80.026175,39.991822,60.008303
2015-12-07 18:32:47.884651,2015-12-07 19:16:48.170757,,,60.035346,119.98259,120.042223,339.974779,120.061496,39.999,100.005449,139.997078,99.97517,100.014958,100.081291,179.974157,119.990066,100.065847,59.984446,100.021205,39.932488,100.068213,79.93973,60.064978,80.089122,79.933359,60.021319,80.01539,59.98416,40.065104,59.967142,
2015-12-07 18:41:47.989140,2015-12-07 19:29:48.244270,,,59.927403,120.101328,159.991657,199.984293,119.99589,19.993028,120.071292,120.009045,179.955178,60.090409,199.981089,140.000701,120.000889,140.006814,80.039579,139.948756,80.201695,99.874844,80.020879,79.966399,100.047671,60.000408,79.956275,99.992107,80.04826,60.256729,39.747752,40.04476
2015-12-07 18:55:08.054031,2015-12-07 19:38:28.418105,,,,59.912401,240.051822,160.050293,100.021205,140.000701,39.950002,80.050887,120.017997,120.029622,180.064654,179.955088,99.991605,100.047671,60.000408,179.948382,20.191149,79.872309,79.989283,60.256408,99.904099,60.068094,60.064429,79.845104,20.176836,59.721158,60.225485,59.956982
2015-12-07 19:04:08.014790,2015-12-07 19:47:28.711890,,,20.074962,140.000701,200.027064,240.036834,120.133835,59.928882,119.966841,100.090622,79.923448,60.000408,119.990011,120.024006,100.065236,219.953806,80.261094,119.974207,39.768891,60.225485,79.945638,40.13879,79.738709,100.19681,40.09843,80.10879,39.994369,40.043486,59.797516,40.188229
2015-12-07 19:13:08.130351,2015-12-07 19:58:48.598145,,,60.024,100.049264,159.940651,180.046547,120.007265,59.956584,120.183256,79.872309,140.245691,79.916105,179.954439,160.107187,119.988359,119.870507,80.188555,100.189586,20.017634,139.835371,100.308288,59.966315,160.040988,60.101617,79.905416,60.001788,40.186041,59.285532,60.32824,39.950259
2015-12-07 19:27:08.212404,2015-12-07 20:09:09.373871,,,39.997823,60.067413,80.178278,159.972193,79.784382,40.178787,60.075467,120.090318,179.727195,100.19681,180.249865,159.979305,100.050641,180.148238,79.627893,80.311061,40.186041,100.032228,99.908175,79.72242,140.428286,60.089731,59.844277,79.791207,40.004077,60.473029,60.046327,
2015-12-07 19:43:08.579500,2015-12-07 20:22:49.266845,,,60.091156,80.060279,99.738402,200.176291,120.125661,40.16958,99.349276,80.743969,100.032228,59.531803,200.563063,120.053746,99.667683,100.143164,60.126542,59.81604,60.266176,79.132487,80.894871,40.001346,79.560329,80.110552,80.255493,100.129915,39.841874,40.136323,60.041259,59.927837
2015-12-07 20:03:09.125223,2015-12-07 20:45:29.706477,,,,119.934008,100.04523,120.039293,159.770179,40.236169,140.693289,79.228253,120.117993,100.129915,119.972315,119.989874,140.05686,139.81139,60.326682,120.071906,59.91273,100.329034,79.715617,80.124044,79.952722,100.01008,79.964813,100.075325,20.031032,60.331818,59.664381,40.046302
2015-12-07 20:20:49.297749,2015-12-07 20:39:49.697856,,,20.096535,79.938626,100.040905,180.040521,99.983002,60.083385,100.050835,80.112594,83.161579,56.700229,140.237132,139.954764,,,,,,,,,,,,,,,,
2015-12-07 20:41:49.624367,2015-12-07 21:12:10.271759,,,40.008577,80.36285,79.760824,139.971098,80.055941,59.988573,41.994465,57.971763,100.016291,39.976963,120.152296,139.770799,100.286247,39.906805,40.256247,59.756888,19.90001,60.16201,59.896043,43.168004,77.11174,60.04679,40.161286,60.1214,59.583272,39.883217,40.135601,40.241392
2015-12-07 20:43:29.936374,2015-12-07 20:56:09.593602,,,,,,,,,,,,,,,,,39.737811,80.032292,40.024901,60.066738,80.036138,59.93255,79.951144,60.91154,59.101124,60.0011,100.098042,39.763848,,
2015-12-07 21:07:30.145591,2015-12-07 21:29:50.447281,,,,,,79.671911,120.077264,60.209994,59.778449,60.248625,99.995517,60.292295,179.837702,99.909241,99.787447,60.318284,40.009553,120.180601,20.100143,59.904461,79.977109,40.003094,,,,,,,,
2015-12-07 21:23:30.060163,2015-12-07 21:54:10.998448,,,20.212157,60.122923,100.067231,140.062628,100.020539,80.108747,59.821286,60.10401,60.022026,59.918619,120.195619,99.963397,100.190626,79.865626,40.011724,80.173266,19.905623,59.984804,60.075322,39.933581,60.102706,60.043178,59.958153,40.043291,60.036911,39.902957,40.041195,40.05014
2015-12-07 21:31:50.654388,2015-12-07 21:36:50.656310,,,,,,,,,,,,,,,,,,,,,,,,,59.821286,60.10401,39.996859,79.943786,20.122826,40.013155
2015-12-07 21:43:50.726975,2015-12-07 22:21:31.747049,,20.229021,60.013931,99.916409,100.036287,160.044622,99.939868,40.041195,20.034932,80.033377,100.017328,60.154823,99.947791,100.145379,100.005798,120.012032,40.012034,120.926807,39.088053,80.095589,99.984744,60.334557,79.72084,80.005123,80.072645,80.869943,59.175511,60.004745,59.966766,60.189924
2015-12-07 22:04:51.299768,2015-12-07 22:35:32.041709,,19.959742,39.978894,39.966251,61.033954,179.254489,80.241082,20.007372,59.748881,39.955872,80.111251,99.8924,119.983111,120.125588,80.304961,99.79378,60.108674,79.986249,20.058221,40.016938,40.010516,39.996633,60.05326,80.08762,39.896926,59.968463,40.096302,60.036446,39.895389,40.172676
2015-12-07 22:26:11.752319,2015-12-07 22:58:12.580596,,20.058221,20.001148,60.026306,120.02543,80.23519,99.840367,19.998217,79.949124,60.155387,59.971893,80.004144,120.11171,139.992922,39.95424,80.248714,59.876263,100.13073,19.951241,40.052366,59.999531,39.914033,60.147687,80.058092,59.893202,80.091441,39.953939,60.132979,80.080924,59.972836
2015-12-07 22:43:52.239611,2015-12-07 23:10:32.868766,,20.085721,19.956393,39.91987,80.160026,79.974311,120.249672,19.819795,80.187632,59.971923,59.922826,19.986157,120.052899,180.081862,80.213779,59.815073,60.093089,79.997453,19.98682,59.973952,80.25242,39.894404,60.072763,100.054302,59.906013,,,,,
2015-12-07 23:06:32.768434,2015-12-07 23:43:53.757265,,20.067254,39.945405,80.069884,100.017789,200.193218,100.008395,19.92814,140.028807,80.148805,79.895057,60.14789,140.037368,159.968039,100.023742,60.163832,79.953322,80.041164,20.019996,60.121638,60.00668,60.056778,59.982741,100.119428,79.83989,80.145031,40.065941,39.989938,40.068098,59.934561
2015-12-07 23:24:53.192787,2015-12-07 23:48:33.821955,,,39.951197,40.074819,80.217338,79.935628,60.023819,40.025102,60.013763,39.972092,59.993135,60.142558,59.990579,80.061561,79.913,80.118488,19.92783,80.145031,19.992333,60.063546,40.068098,39.991782,60.009351,59.95695,40.144217,59.873039,20.104701,39.986196,19.933015,
2015-12-07 23:45:33.780787,2015-12-08 00:11:34.755818,,,20.08494,39.863818,80.052981,120.201419,60.001801,40.003836,39.999691,40.219441,59.775919,39.996572,60.031019,100.100624,60.069098,140.158057,19.995294,59.991774,20.172789,60.040259,59.899116,61.158058,58.829393,80.27875,40.03807,60.606841,39.275117,39.950071,19.965306,40.214977
2015-12-08 00:04:14.439235,2015-12-08 00:33:15.331108,,,40.039414,59.934487,80.199335,120.737876,119.284217,40.005637,40.10905,39.940782,80.103541,80.081269,119.874304,60.117179,80.111319,99.991606,39.986695,60.347004,40.011569,59.952421,40.132933,59.845909,59.966013,60.113198,59.976771,60.245845,39.666621,20.022834,40.07553,40.018514
2015-12-08 05:25:07.320249,2015-12-08 05:32:07.849643,,,,,,,,,,,,,,,,,,,,,,,,,180.368349,80.023279,39.997209,39.96542,40.197215,39.977922
2015-12-08 05:50:08.505662,2015-12-08 05:52:08.642835,,,,,,,,,,,,,,,,,,,,,,,,,,20.023374,40.203887,19.753611,40.156301,
2015-12-08 06:05:29.288776,2015-12-08 06:08:49.599946,,,,,,,,,,,,,,,,,,,,,,,,,19.98918,39.869831,40.160345,20.116967,59.917514,20.257333
2015-12-08 06:20:10.129854,2015-12-08 06:51:31.507098,,19.715645,40.194835,40.089509,79.923604,180.347005,59.924878,60.02592,40.122398,59.844048,60.473908,79.852119,120.081894,79.944101,100.103476,40.014032,60.116042,80.108873,19.880852,80.028801,59.935762,80.185091,80.329749,59.767643,60.05051,80.051273,60.086751,20.173257,39.876393,40.128875
2015-12-08 06:18:49.851141,2015-12-08 06:23:50.101486,,,,,,,,,,,,,,,,,,,,,,,,,80.278713,99.999989,39.927887,39.995717,40.048039,
2015-12-08 06:38:50.903268,2015-12-08 07:16:12.706353,,20.104769,60.004104,39.842081,140.164678,80.058866,100.210661,59.957357,99.996038,60.086751,80.175018,39.974674,80.048432,120.189928,100.045432,79.985369,80.058143,160.373792,19.912234,80.028559,120.101149,59.696684,100.38013,80.265338,119.764588,20.091381,99.835313,40.178143,40.287998,59.985475
2015-12-08 06:33:10.594571,2015-12-08 06:38:30.754521,,,,,,,,,,,,,,,,,,,,,,,,,20.147083,79.806583,60.25366,39.958329,100.005982,19.988313
2015-12-08 06:57:31.698476,2015-12-08 07:09:52.563455,,20.085771,60.060301,60.021589,100.355804,139.898213,120.101149,59.696684,100.38013,80.265338,,,,,,,,,,,,,,,,,,,,
2015-12-08 06:51:31.507098,2015-12-08 06:55:11.716625,,,,,,,,,,,,,,,,,,,,,,,,,19.971167,80.048432,19.97189,40.117093,39.975372,20.125573
2015-12-08 07:03:32.065482,2015-12-08 07:08:12.301869,,,,,,,,,,,,,,,,,,,,,,,,,140.155821,19.856429,39.840255,80.383882,,
2015-12-08 08:07:14.806096,2015-12-08 08:55:17.149888,,19.930934,40.003158,200.461678,199.982049,239.646073,100.402175,100.236483,81.260678,198.994556,40.045101,99.968252,140.261858,100.260009,99.616261,60.124783,160.021128,180.549545,39.74301,120.367461,60.216359,99.707816,100.24684,39.926243,100.200033,59.985091,39.980406,59.949129,100.256683,
2015-12-08 07:09:52.563455,2015-12-08 07:19:52.691633,,,,,119.764588,119.926694,80.466141,59.985475,159.812934,60.172346,,,,,,,,,,,,,,,,,,,,
2015-12-08 07:11:52.328043,2015-12-08 07:38:53.433894,,,,,,,,,,,,,160.104837,80.263767,119.989437,99.866294,100.101363,140.332631,59.799206,60.305528,100.211315,79.635054,80.212993,100.109758,99.75391,100.245839,59.55623,61.067821,79.499611,40.050257
2015-12-08 07:17:12.703705,2015-12-08 08:14:35.077626,,,59.799192,59.992933,200.414547,39.90318,120.250926,59.968515,119.803388,100.314082,120.173661,59.847537,200.318965,159.943263,120.072478,160.224741,120.133024,140.224821,119.808275,140.196252,360.483234,100.106938,139.885204,140.180991,100.051995,119.938341,120.238329,120.133044,139.966065,
2015-12-08 07:22:32.910377,2015-12-08 07:58:53.934140,,,,,,,,,,,,,160.154106,160.130199,139.930352,100.199095,79.690007,159.802069,80.857461,79.936122,180.158159,80.068153,140.118029,100.037211,179.905893,140.196252,60.229357,20.116785,99.754945,219.739568
2015-12-08 07:26:52.921693,2015-12-08 07:33:53.306942,,,,,,,,,,,,,,,,,,,,,,,,,119.925597,60.303178,60.086261,60.0874,59.847537,60.135276
2015-12-08 07:28:32.937475,2015-12-08 08:25:15.444890,,,60.289905,80.009349,139.777407,120.428459,120.231071,59.709971,40.050257,60.057964,180.344242,39.895013,240.314914,119.869441,120.294954,140.356796,139.924463,120.085038,100.106938,119.826312,160.239883,100.051995,119.938341,160.159704,59.979019,100.059792,199.949391,119.941894,80.326255,300.288647
2015-12-08 07:40:13.590053,2015-12-08 08:39:16.197902,,,60.202551,100.043496,80.076798,121.006549,120.318908,78.677113,120.294954,100.11242,79.830657,139.989077,180.541081,139.885204,140.180991,140.297195,100.825452,139.027393,119.904483,160.191995,100.317603,99.516015,120.445596,80.193062,119.984194,80.062733,120.253408,220.211512,280.019651,200.197758
2015-12-08 07:41:33.767947,2015-12-08 07:51:34.210422,,,,,,,,,,,,,,,,,,,,,,,,,80.068153,99.896876,40.221153,39.84399,100.247908,240.164395
2015-12-08 07:45:53.798119,2015-12-08 08:00:54.553302,,,40.375907,59.872001,160.017956,240.15636,100.298591,80.035354,160.129369,59.869645,,,,,,,,,,,,,,,,,,,,
2015-12-08 07:59:54.683657,2015-12-08 08:51:37.093466,,,19.999317,79.852431,180.214447,40.048173,139.939005,61.135469,179.329367,59.515801,120.359959,120.218618,160.07471,180.097692,100.065714,180.18952,120.067858,160.207353,59.97021,79.891796,100.193298,40.104767,100.329392,159.71473,80.43406,79.956975,60.086969,60.216359,139.662161,240.533658
2015-12-08 08:04:34.749852,2015-12-08 08:39:36.419731,,,,,,,,,,,,,140.297195,119.876244,119.976601,140.001566,180.448717,259.881988,160.076907,120.13582,100.27899,40.045101,99.968252,120.24326,79.988808,120.08294,40.067399,39.880504,220.419587,
2015-12-08 08:17:15.313973,2015-12-08 09:14:37.888378,,19.657561,79.858454,60.460229,200.018853,500.690021,120.450299,79.425971,100.459067,139.838093,160.398296,180.025467,240.256019,120.00221,100.209381,120.011402,99.891105,179.894164,60.296094,100.311869,80.091415,79.887385,100.161647,59.830725,140.195217,120.212131,19.959464,80.131624,59.788965,40.161277
2015-12-08 08:26:15.518801,2015-12-08 09:18:18.244221,,40.205079,59.968377,100.255107,180.021937,259.96217,100.089801,60.398459,220.174588,159.932,160.325984,39.926243,160.185124,160.126567,140.145989,119.624339,160.607963,119.811669,20.77419,119.554588,59.830725,80.211751,100.068216,120.188557,119.818877,20.260385,40.108964,59.810388,81.707987,58.629396
