departure,arrival,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2015-12-07 16:01:56.253481,2015-12-07 16:39:56.550573,,,,21.057446,59.047456,86.909816,13.157492,139.89289,59.956016,59.98566,100.003453,60.093661,79.960186,80.067984,39.975638,119.974279,160.012887,80.317949,99.684336,80.298941,120.062384,59.867811,100.963622,58.953712,80.503218,59.504951,59.960207,59.998578,60.178122,102.883158,177.025239
2015-12-07 16:01:56.253481,2015-12-07 16:12:16.332880,,,,,,,,,,,,,,,,,,,,,,,,,,,60.022053,120.150157,59.831136,140.01777,240.058283
2015-12-07 16:27:56.504221,2015-12-07 17:00:16.592552,,20.099248,40.939919,58.953712,20.000689,60.502529,39.510428,100.075492,100.055938,102.883158,76.99162,79.944533,60.018323,120.045185,39.950712,80.042688,179.977483,60.010621,99.974938,120.074542,119.957405,79.977377,60.068236,80.064057,139.969498,,,,,,
2015-12-07 16:17:16.335458,2015-12-07 16:55:36.490761,,,,,,,,100.022401,59.990486,119.997748,80.036065,80.083227,59.946384,120.255155,39.936545,99.893631,199.968376,79.984628,120.083617,99.983233,139.962856,80.006184,99.970802,60.061599,100.012284,79.965199,60.010621,99.974938,60.040883,139.989316,119.979125
2015-12-07 16:21:16.666294,2015-12-07 16:59:56.571184,,,,,39.679799,40.085124,60.021158,80.007864,59.956131,140.187099,79.899695,60.059676,59.919149,120.104249,39.877816,80.068225,120.005885,80.042952,179.904878,40.039001,139.967454,20.036662,159.993235,120.272653,99.74679,79.982682,79.988913,79.977377,80.042926,180.037497,
2015-12-07 16:41:56.485994,2015-12-07 16:59:56.571184,,,,60.048184,79.99665,119.999851,59.999838,119.930041,80.075192,179.975886,140.025277,80.007433,160.026838,,,,,,,,,,,,,,,,,,
2015-12-07 16:48:36.506499,2015-12-07 16:59:56.571184,,,180.03529,79.982682,79.988913,200.01685,140.04095,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 20:39:37.349260,2015-12-07 20:57:17.417143,,19.906042,60.075551,20.002295,40.002038,39.925008,20.046209,60.044868,39.958708,59.957342,60.12202,39.907402,39.99058,60.025226,19.989509,61.408716,58.642792,59.975939,59.966074,80.059423,80.046868,80.015273,,,,,,,,,
2015-12-07 17:07:56.587878,2015-12-07 17:20:36.648206,,,,,,,,,119.938448,160.084512,120.064718,40.000345,79.912844,120.078376,40.015258,79.965827,,,,,,,,,,,,,,,
2015-12-07 17:07:56.587878,2015-12-07 17:39:16.687967,,,,,,,,,,,,,60.057968,100.02911,59.988896,120.014987,219.944992,99.943272,100.081103,160.497626,99.479939,100.015465,80.034054,79.988525,119.962974,59.981061,60.074698,120.034789,39.974283,59.991676,140.004671
2015-12-07 17:07:56.587878,2015-12-07 17:30:56.663721,,,,,,,,,,,,,,,,,,,60.057968,160.018006,161.006358,59.005691,119.94793,80.04329,179.968555,60.003188,99.993036,120.00023,60.016221,220.01537,
2015-12-07 17:09:36.569822,2015-12-07 17:53:36.761593,,,60.105134,39.904234,60.036035,80.063614,19.948563,119.989046,80.007383,139.96113,80.046522,59.988069,80.52628,159.508087,60.016099,79.966224,120.061532,79.942801,100.041973,120.034789,60.958961,118.991133,120.033455,59.9385,160.024756,40.05184,60.002379,100.032886,59.944621,160.019222,160.046503
2015-12-07 17:18:16.599140,2015-12-07 17:32:56.655368,,,120.102566,39.929777,59.988069,60.094047,40.009358,99.951934,59.957239,180.031685,80.085317,59.891443,80.014793,,,,,,,,,,,,,,,,,,
2015-12-07 17:29:56.668433,2015-12-07 17:43:56.664142,,,,,,,,,,,,,,,,,,,,,,40.080699,59.891443,80.014793,140.061969,39.974283,100.066883,60.017727,79.874112,100.033192,139.980608
2015-12-07 17:30:16.697774,2015-12-07 17:36:36.646222,,,59.929015,20.013786,39.967275,40.047518,39.997962,120.012533,59.980359,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 17:35:16.717337,2015-12-07 18:02:16.754527,,,,,,,,,,,,,,,,60.958961,118.991133,60.020536,119.951419,60.118572,99.906184,60.14488,139.942225,119.999673,140.003756,59.926977,100.083416,99.94127,80.362552,79.739509,219.946127
2015-12-07 17:40:16.700886,2015-12-07 18:20:56.775981,,,59.9385,20.044148,40.074424,99.906184,40.05184,140.087319,19.947946,180.049431,99.922286,60.090588,39.948041,139.944746,20.048449,80.005524,79.999158,120.044355,99.962414,140.038704,80.763046,59.254619,140.02655,39.92105,120.001267,40.091609,120.069852,80.036768,40.014746,79.897656,159.893875
2015-12-07 17:40:16.700886,2015-12-07 18:12:56.863084,,,,,,,,,,,19.967999,39.970501,80.052107,120.024489,40.091062,99.996257,79.892567,60.055052,79.989934,159.941423,100.037907,40.015567,159.980229,120.091771,99.950319,80.052897,99.993976,80.763046,79.23006,180.999269,139.065766
2015-12-07 17:48:56.825547,2015-12-07 18:28:56.807944,,,59.967988,39.947319,40.020663,79.920136,20.131899,79.951517,59.986131,140.009112,79.999158,60.035286,60.009069,99.962414,40.044728,60.013243,80.959301,99.039097,99.962564,101.012146,79.033951,79.941391,100.160276,120.051514,59.792333,80.066383,99.932815,100.0293,60.053999,119.961918,199.986746
2015-12-07 17:59:36.810645,2015-12-07 18:41:36.892016,,,59.940472,20.052708,39.969124,59.99329,40.044728,99.993976,80.763046,119.263485,80.017684,60.94816,59.068128,140.003575,39.966782,140.148647,79.897656,99.934959,119.965047,80.055016,80.994961,58.989109,120.023676,79.96307,140.104284,79.92989,100.005215,100.033803,59.981497,139.987367,140.042016
2015-12-07 18:08:36.861476,2015-12-07 18:50:16.900601,,,39.940695,40.041694,40.953453,98.974157,20.120693,79.976853,180.115429,79.897656,99.934959,59.958916,60.006131,80.055016,39.988161,60.010404,100.279748,139.692503,100.08156,99.988826,99.953041,60.09273,99.916997,60.013571,80.012161,100.079502,79.943299,100.00316,79.999968,99.974493,220.033349
2015-12-07 18:21:56.782112,2015-12-07 18:56:37.004945,,,,,60.072456,40.004712,19.966009,120.381191,39.908961,119.767122,80.025521,59.942302,60.002199,80.057141,39.921645,60.09273,119.938532,60.995894,99.038612,79.985537,80.022096,120.007484,99.995903,59.972296,100.053974,39.977489,59.988683,60.228161,119.790052,100.07171,100.014421
2015-12-07 18:28:56.807944,2015-12-07 18:57:17.006576,,,60.10014,39.98142,40.022724,59.966102,60.031396,100.014375,59.957035,120.977391,99.038612,40.020328,59.969313,80.011842,39.977812,60.035822,79.9705,100.066166,179.951679,40.020548,139.997665,39.998475,100.000989,100.088298,,,,,,,
2015-12-07 18:38:56.866830,2015-12-07 19:14:57.029143,,,40.030309,40.020328,39.965209,60.006955,40.008991,80.011204,59.982933,80.011112,80.046597,39.996222,59.965228,80.004864,20.004367,139.997665,39.998475,100.000989,80.015984,200.033832,19.997023,60.0421,100.005782,139.946598,80.045667,59.971252,120.070373,59.974746,39.941804,160.063536,40.002168
2015-12-07 18:53:16.918814,2015-12-07 19:03:37.014612,,,,,,19.984855,20.01362,120.063674,80.025613,179.961518,80.039123,60.287566,59.719829,,,,,,,,,,,,,,,,,,
2015-12-07 19:00:16.968094,2015-12-07 19:08:16.989823,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99286,140.052045,39.96855,180.023715,79.984559
2015-12-07 19:06:57.005264,2015-12-07 19:30:17.057252,,,,,,,,,,,,,,,,59.971252,120.070373,99.91655,120.063113,99.984071,120.040487,60.001602,79.993927,80.063665,59.932151,59.974706,59.992057,80.041047,80.068359,39.926448,180.01218
2015-12-07 19:11:56.985993,2015-12-07 19:15:57.077345,,,60.004036,40.036523,40.000423,59.983648,40.066722,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 19:14:17.026975,2015-12-07 19:51:57.118734,,,,40.002168,19.98148,40.066722,40.016258,99.959109,59.999482,100.05811,119.906857,100.027988,59.973385,80.062993,39.915836,60.031302,140.044808,100.000485,99.978752,100.015113,59.996795,79.997643,99.998175,60.040077,60.021248,79.999433,99.953836,100.02984,59.985011,120.067667,139.961186
2015-12-07 19:23:37.096316,2015-12-07 19:29:57.109438,,,59.948833,19.941954,40.031431,40.070259,59.956279,79.983593,80.080773,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 19:33:17.054341,2015-12-07 20:04:57.160549,,,39.987717,20.010652,40.000862,79.995569,20.045815,79.96522,60.070492,79.953068,100.038025,39.996072,80.074887,59.88231,40.004296,79.998067,100.025575,39.995032,79.985591,80.035143,80.027541,20.00433,39.945683,59.999316,120.117623,79.984558,39.928636,80.023091,79.980489,80.007448,100.0231
2015-12-07 19:44:37.109227,2015-12-07 19:47:37.089881,,,,,,59.970099,20.034968,59.963099,40.012488,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 19:54:17.096288,2015-12-07 20:28:17.319956,,,40.104012,39.927356,80.020649,60.011216,19.971985,100.044021,59.997494,120.045258,79.976922,39.965348,39.950213,60.068565,20.018457,59.961646,100.051552,80.073615,79.867183,80.095106,119.949781,60.084206,160.030113,19.942548,79.999656,59.943122,60.065066,99.994167,59.9884,99.966583,60.109428
2015-12-07 20:10:37.160695,2015-12-07 20:15:37.196667,,,60.033598,20.024494,19.932993,60.073437,39.971126,59.991718,40.008606,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 20:14:57.188061,2015-12-07 20:47:37.307596,,,40.008606,40.000021,20.084185,79.934355,20.025288,60.07047,59.921181,99.964145,100.055833,60.0034,59.9884,79.98408,39.976612,40.115319,120.017578,39.920169,80.002399,111.49324,88.580745,59.996614,80.107971,59.919504,59.897126,60.075551,60.004333,59.971217,39.979952,99.988352,140.032889
2015-12-07 20:34:08.753342,2015-12-07 20:39:37.349260,,,48.598421,19.919794,60.042842,20.016302,19.952654,101.660229,58.405676,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 21:06:37.368938,2015-12-07 21:11:37.375619,,20.00585,39.975458,20.073689,39.984841,39.972848,19.994142,59.986392,60.013461,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 20:59:57.352911,2015-12-07 21:04:37.347403,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.950459,40.118861,99.908679,80.016493
2015-12-07 21:04:37.347403,2015-12-07 21:21:37.435104,,,42.743701,17.329989,40.010853,59.945825,19.972475,100.031378,19.994142,80.036142,59.96781,60.006266,80.012689,60.024067,39.975251,40.00281,79.968559,100.047421,79.948647,40.069676,,,,,,,,,,,
2015-12-07 21:22:57.449561,2015-12-07 21:31:57.443183,,,,39.959755,40.085254,59.906529,40.032267,60.041517,39.948656,99.937063,80.127999,39.969893,39.984689,,,,,,,,,,,,,,,,,,
2015-12-07 21:22:57.449561,2015-12-07 21:33:37.435871,,,,,,,,,,,,,,,,,,,,,,,39.959755,40.085254,99.938796,39.958964,60.031209,59.986573,100.101862,99.931209,99.992688
2015-12-07 21:33:37.435871,2015-12-07 21:49:37.456058,,,,,,,,,,,,,,,,59.999588,80.1531,119.850469,80.083588,39.980473,59.916369,80.07562,39.936703,20.000794,40.038217,39.997214,40.034342,79.926967,39.986631,40.099162,99.94095
2015-12-07 21:42:37.480686,2015-12-07 21:55:17.432253,,19.951095,40.090092,19.948919,39.997214,40.034342,19.997201,79.950687,60.064872,99.94095,59.999406,40.011552,60.056143,80.00998,40.030982,59.868132,,,,,,,,,,,,,,,
2015-12-07 22:05:37.617459,2015-12-07 22:34:57.701958,,19.905286,60.06741,19.963903,59.965586,60.185678,19.816977,80.069569,59.956382,80.011182,59.997592,60.130725,79.9121,40.011137,39.966279,100.037606,99.910596,80.06393,79.949139,100.102936,59.981248,39.977501,79.97452,39.980013,60.045045,20.008969,39.994007,60.035666,59.968077,20.061488,80.033952
2015-12-07 21:57:57.498572,2015-12-07 22:12:37.546518,,,,,,,,,,,,,,,,,,,100.028558,79.988241,119.993167,80.545416,39.447602,40.115903,79.972696,39.931627,39.997862,80.002655,40.004014,60.061662,79.958543
2015-12-07 22:26:57.604560,2015-12-07 23:00:17.756577,,19.995661,60.006892,39.989886,39.994965,60.016804,19.972203,100.012237,40.01331,80.005861,80.086299,59.963934,20.304321,119.59433,60.05841,40.029386,140.038393,79.993557,79.965129,79.990415,120.010691,20.295289,119.738753,39.963752,100.003693,20.032321,79.990455,99.980211,20.024645,100.042007,60.038207
2015-12-07 22:41:37.623821,2015-12-07 22:58:37.765041,,19.984133,60.112295,39.923889,19.953636,40.083235,19.937893,80.070315,39.96437,100.118948,60.169998,59.717906,39.974204,60.010395,19.961782,40.08526,39.956651,60.377048,59.67026,59.967592,60.112283,39.989127,,,,,,,,,
2015-12-07 23:02:57.760980,2015-12-07 23:31:17.828079,,19.978795,40.011036,20.001298,40.056793,39.952016,20.04971,59.949187,40.020033,99.954238,100.076649,39.960026,40.008448,60.000226,40.036823,79.925091,60.01532,60.037975,59.940927,100.068909,59.952619,40.013862,40.036025,39.981104,60.02605,60.000176,79.977002,100.047943,59.97473,39.956069,100.058019
2015-12-07 23:00:17.756577,2015-12-07 23:07:57.768051,,,,,,,,,,,,,,,,,,,,,,,,,59.983247,59.98789,60.012061,60.012334,60.007044,80.019774,79.989124
2015-12-07 23:22:57.788090,2015-12-07 23:28:37.775065,,20.0134,40.01265,20.028026,60.009487,39.966974,40.051126,79.969508,39.935804,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 23:30:37.906091,2015-12-07 23:51:57.915676,,,,,,,,,,,79.913955,40.071189,19.934274,119.985205,19.996092,40.027328,60.019225,60.018014,80.008656,59.980619,60.040412,120.022268,59.935231,40.017335,60.011794,59.954584,60.068923,19.969412,99.990392,19.952319,100.092358
2015-12-07 23:58:37.870060,2015-12-08 00:00:57.905390,,20.109073,39.92401,60.015344,19.986903,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07 23:49:17.856299,2015-12-07 23:57:57.938605,,,59.967019,40.050262,19.953206,40.08889,20.01509,99.956874,20.012176,79.963183,80.060533,20.034453,39.98062,,,,,,,,,,,,,,,,,,
2015-12-07 23:58:57.979133,2015-12-08 00:07:58.061881,,,,,,,,,,,,,,,,59.94347,80.486187,39.62695,79.884529,120.193939,39.986371,60.058502,19.896159,40.006641,,,,,,,
2015-12-08 00:09:18.091754,2015-12-08 00:13:18.107352,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00942,40.004497,59.984632,19.999744,60.017305
2015-12-08 00:18:38.103027,2015-12-08 00:23:58.131769,,20.002246,60.028001,20.005603,60.01273,19.953476,20.010152,60.012239,60.004295,,,,,,,,,,,,,,,,,,,,,,
2015-12-08 00:37:38.144782,2015-12-08 00:42:58.211599,,20.045906,40.029749,39.995805,19.9431,40.024426,39.955273,60.089546,59.983012,,,,,,,,,,,,,,,,,,,,,,
2015-12-08 05:38:10.147556,2015-12-08 05:48:11.026889,,19.650836,60.15634,40.288563,20.257997,39.894342,19.688329,120.357985,59.872966,60.121094,80.246934,39.791585,40.552362,,,,,,,,,,,,,,,,,,
2015-12-08 05:49:50.917921,2015-12-08 06:03:11.399471,,,,,,,,,,,,,,,,59.878252,100.012798,59.99082,80.456459,79.652438,80.584937,100.264968,19.312055,40.272782,40.169089,59.881346,80.005606,,,,
2015-12-08 05:57:11.139497,2015-12-08 06:26:12.927702,,20.354128,39.719352,39.773185,20.772431,59.584837,40.169089,99.462704,40.424248,100.52043,79.730811,40.022945,59.716378,60.035886,40.26414,40.479024,59.610828,40.062542,100.455543,80.151831,40.102745,99.971728,59.866806,39.770853,60.52003,39.758481,59.832087,40.213719,59.844227,40.102065,140.495132
2015-12-08 06:16:52.282290,2015-12-08 06:24:32.373023,,,,,,39.922779,40.186039,100.290883,59.927743,59.832269,79.888502,40.102065,39.940453,,,,,,,,,,,,,,,,,,
2015-12-08 06:31:12.474311,2015-12-08 07:06:53.868353,,20.188294,61.029408,38.993958,40.176119,59.831167,40.087063,80.231938,59.979367,80.281527,79.853992,60.268716,39.629391,80.012748,40.394586,82.172766,57.591837,100.218448,100.201601,100.116259,80.427953,59.740468,59.982975,60.049992,60.246583,20.038189,139.864904,80.044478,40.29686,80.189074,239.253381
2015-12-08 06:26:12.927702,2015-12-08 06:44:33.150356,,,,,,,,,,,,,,,,79.976797,79.739899,80.300538,99.780711,40.966366,99.679348,59.667709,59.996981,59.797656,59.987492,40.321347,59.897153,80.209874,59.775678,80.012748,60.112357
2015-12-08 06:44:54.173574,2015-12-08 07:22:14.641169,,22.725757,37.059932,39.237925,20.371401,39.799355,40.047692,100.201601,40.256182,59.860077,80.427953,59.740468,80.141414,80.156612,19.981524,59.816694,120.118572,60.012305,100.51456,59.814828,139.945601,120.183699,120.272855,39.11225,80.642043,19.858739,119.424193,39.974857,60.561454,120.284779,259.922273
2015-12-08 06:59:54.116733,2015-12-08 07:09:54.860581,,,40.014051,40.189272,40.216781,60.078135,59.806367,119.982688,80.084059,160.372495,,,,,,,,,,,,,,,,,,,,,
2015-12-08 07:11:54.614874,2015-12-08 07:22:14.641169,,,,,,,39.715809,60.226948,19.793567,120.082919,80.563308,59.551204,59.902912,79.916766,100.272862,,,,,,,,,,,,,,,,
2015-12-08 07:11:54.614874,2015-12-08 07:37:15.772343,,,,,,,,,,,,,39.715809,60.226948,39.340175,61.009346,159.811744,59.654324,99.995087,180.385449,80.376335,40.029944,100.243699,39.831045,100.092617,100.085721,99.847534,80.127546,79.528543,100.855603,
2015-12-08 07:15:54.434117,2015-12-08 08:07:16.854973,,,41.349841,39.213467,59.551204,79.950295,40.555699,119.586546,80.112587,100.059423,120.590555,59.734921,80.188741,79.927234,120.006021,39.285654,160.696579,120.182092,160.022816,140.323395,160.168249,159.869562,120.348032,200.307026,20.067004,120.806881,79.620742,179.773841,79.846443,140.936937,179.339069
2015-12-08 07:23:34.753756,2015-12-08 07:44:16.169438,,,,,,,,,,,,,,,,,,80.376335,140.273643,19.675903,120.247759,20.085597,59.841637,59.857008,60.149013,59.888692,60.100475,99.868286,81.231587,98.869342,280.950405
2015-12-08 07:27:15.403734,2015-12-08 08:18:56.754443,,,,,,,,79.349747,160.659636,159.736226,119.604824,40.363937,160.272521,140.07466,80.07671,80.627443,99.769998,120.043129,59.726454,160.304746,140.450291,99.632789,300.635679,39.51158,80.117128,80.197243,100.183384,80.862292,78.868814,380.39996,259.881518
2015-12-08 07:28:34.753481,2015-12-08 08:47:18.322761,,,60.573915,39.640358,100.143884,60.149013,39.285654,101.032978,239.811342,160.231865,140.546948,99.769998,120.043129,399.87873,101.476646,79.620742,179.773841,39.51158,80.117128,160.435863,179.67587,200.721824,99.575289,80.102847,100.003208,159.87831,80.436355,139.889383,140.303964,920.57899,420.359626
