departure,arrival,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2015-12-07 11:33:19.430772,2015-12-07 11:46:39.666017,,,,,,,,,59.985441,80.055215,120.063445,79.996697,80.019067,79.979983,79.988241,60.069699,80.05616,80.021297
2015-12-07 11:33:19.430772,2015-12-07 11:39:19.542721,,,,,,,,,,,,,20.001521,60.016042,81.043916,59.118211,59.92978,80.002479
2015-12-07 11:33:39.432293,2015-12-07 11:53:19.691961,,,,60.016042,81.043916,79.089635,80.216801,99.75195,59.985446,80.000668,100.033387,79.994707,80.005875,60.007391,80.031721,79.99993,60.079891,100.002308
2015-12-07 11:39:19.542721,2015-12-07 12:02:19.682587,,20.249192,99.74417,99.982778,100.073485,80.016602,119.969163,80.031721,79.99993,60.079891,79.953675,100.043342,59.933025,79.99154,80.018404,60.005073,79.978945,100.06893
2015-12-07 11:46:39.666017,2015-12-07 12:07:59.941526,,19.904703,80.063703,100.946284,79.505913,79.560675,79.94895,79.97719,80.066072,79.954607,80.040598,79.978945,60.048221,80.011683,79.947058,60.137764,79.942387,80.240756
2015-12-07 11:54:19.700242,2015-12-07 12:15:39.729879,,19.986428,79.959377,99.90472,60.089666,81.063311,98.958134,80.011683,59.964561,80.120261,79.942387,80.240756,59.761373,79.949568,80.074697,80.137462,79.830737,80.034516
2015-12-07 12:01:59.648475,2015-12-07 12:23:19.845694,,20.034112,59.942155,100.064412,79.962091,80.147454,79.9042,79.949568,59.973587,80.103035,79.969027,80.074179,80.013075,79.927216,79.998191,60.066899,99.994467,80.073551
2015-12-07 12:09:19.645978,2015-12-07 12:30:59.795038,,20.046532,79.986158,80.006015,100.013433,80.074179,80.013075,79.927216,79.998191,80.017029,80.044337,80.073551,79.875292,80.078799,80.017924,60.018979,82.910819,77.047531
2015-12-07 12:21:39.836068,2015-12-07 12:42:59.920640,,19.936075,80.073551,79.875292,80.078799,80.017924,79.923043,80.024098,80.030433,60.016493,79.973358,80.059038,80.022351,80.017175,80.058706,79.968351,60.00282,100.007065
2015-12-07 12:17:59.712586,2015-12-07 12:39:59.892648,,,100.050061,79.986684,80.042666,80.335709,99.632234,80.045581,79.94773,60.074894,100.035624,59.900891,80.126543,80.044109,100.053961,59.861407,80.026558,100.01541
2015-12-07 12:31:39.764660,2015-12-07 12:52:59.940511,,20.128499,79.890517,60.151636,100.053961,79.877341,80.122536,79.903498,80.020927,59.981678,79.996337,79.978688,80.090249,79.959491,79.977573,80.030904,80.038642,79.973374
2015-12-07 12:39:19.930926,2015-12-07 13:00:20.057112,,20.002361,79.960911,80.001055,79.996337,79.978688,80.090249,79.959491,67.066489,72.920027,60.062491,99.945844,60.021724,80.148869,99.887987,60.086569,79.983963,80.013131
2015-12-07 12:46:39.931186,2015-12-07 13:08:20.044107,,19.952065,80.029051,79.984516,80.072207,79.942549,100.040073,60.133815,99.887987,60.086569,79.983963,60.096135,79.907714,80.006774,80.067114,79.865369,80.108218,99.948802
2015-12-07 12:54:39.986648,2015-12-07 13:15:40.188859,,20.098814,99.887987,60.086569,79.983963,80.013131,80.045209,79.97603,60.043367,79.865369,80.108218,79.972919,79.993723,80.049554,79.924678,60.066117,101.008099,59.078464
2015-12-07 13:01:40.102321,2015-12-07 13:24:40.120191,,19.928372,80.010847,100.112851,119.925439,99.958915,103.080013,77.061688,79.92185,101.008099,59.078464,79.882411,60.008273,80.008269,99.98917,60.032349,59.933372,100.077488
2015-12-07 13:09:20.061947,2015-12-07 13:31:00.313846,,19.967371,60.082183,79.924678,80.028044,81.046172,98.985402,59.982269,99.971708,80.053423,79.992481,99.999635,59.981205,79.998297,80.021294,80.008309,60.008635,100.200793
2015-12-07 13:16:40.040254,2015-12-07 13:38:20.096823,,20.031016,80.028765,80.000481,79.976466,79.978676,79.997803,80.123919,99.959716,59.961597,79.973936,80.026737,80.156977,79.88972,79.936725,80.043842,80.043422,79.926771
2015-12-07 13:24:20.076518,2015-12-07 13:46:40.184892,,20.043673,80.023196,79.952283,80.09607,79.873166,100.191437,59.831661,80.043398,80.044549,79.95758,80.038651,79.994852,99.953721,80.063172,79.980924,61.008398,119.011643
2015-12-07 13:31:40.256343,2015-12-07 13:53:40.304447,,19.834323,80.047012,100.002634,79.988353,100.043517,79.994852,79.966813,80.036452,59.952802,80.004662,80.129742,79.916007,80.023229,80.007373,60.005942,100.013968,80.080423
2015-12-07 13:37:40.112511,2015-12-07 14:00:20.368534,,20.059671,179.948573,60.049544,79.986747,81.016203,78.990879,100.074914,60.000972,79.963529,79.996473,80.037837,60.066594,80.197309,99.828802,59.998805,79.976849,80.062322
2015-12-07 13:46:40.184892,2015-12-07 14:10:20.384463,,19.98862,80.023229,80.007373,60.005942,100.013968,100.025426,60.252306,79.766178,59.950178,80.092409,100.058013,59.926656,60.032254,259.986778,80.015572,60.02084,80.033829
2015-12-07 13:56:00.319864,2015-12-07 14:20:40.497459,,19.94807,59.950178,100.0881,80.062322,280.016759,99.928929,80.015572,80.070669,59.984,79.975316,79.999732,59.980176,80.059045,79.973296,60.030115,80.140743,99.954573
2015-12-07 14:02:00.250240,2015-12-07 14:24:20.523803,,20.077204,59.968031,100.089818,119.943836,100.002179,120.053067,80.00319,80.02497,59.937623,80.12204,79.881925,60.035113,80.031083,80.07714,59.92459,80.226315,79.875439
2015-12-07 14:09:20.400463,2015-12-07 14:31:00.567189,,19.937896,80.011149,100.01332,79.976859,80.059045,79.973296,100.372763,59.675528,80.07714,79.97579,79.961678,60.088876,79.956153,80.090931,81.006817,78.971351,80.018134
2015-12-07 14:14:20.350158,2015-12-07 14:36:40.646367,,20.232076,80.039669,99.78024,80.140743,80.093802,99.836561,79.961678,60.088876,79.956153,80.090931,99.914074,80.135791,79.960065,79.992985,80.002191,80.002772,80.067602
2015-12-07 14:24:20.523803,2015-12-07 14:46:00.572978,,19.930145,80.121036,99.956084,59.953893,100.098638,79.974212,80.039045,80.015777,59.966132,80.067602,79.952076,79.931739,80.054449,80.04354,60.047707,79.938347,99.958753
2015-12-07 14:32:00.574441,2015-12-07 14:53:20.597870,,20.016506,59.988343,79.951239,80.128053,99.867951,80.036182,80.008893,60.078189,79.893212,80.042517,80.322181,59.748273,79.975447,80.088809,79.854572,80.017706,100.005356
2015-12-07 14:39:20.530182,2015-12-07 15:01:00.646637,,20.024525,80.085674,59.98779,79.972484,80.18623,99.869095,79.975447,80.088809,59.897639,80.066498,59.994661,99.92559,60.047667,80.10283,79.870519,100.289748,99.731249
2015-12-07 14:46:40.888049,2015-12-07 15:08:20.641308,,19.722979,79.962764,80.003554,80.000663,80.101025,99.92559,80.045454,60.105043,79.870519,80.095385,59.980828,79.946222,80.589495,79.435753,59.982742,99.995376,99.989867
2015-12-07 14:52:00.658861,2015-12-07 15:13:40.746655,,20.020173,79.977048,79.996209,80.10283,99.924547,80.23572,79.750597,80.068408,59.968172,80.010509,100.010294,79.991353,59.926587,80.149978,79.954921,80.997216,79.003232
2015-12-07 15:01:40.761619,2015-12-07 15:24:20.888237,,19.972774,59.968172,99.946566,80.074237,79.991353,80.01311,99.976202,59.978718,80.095213,79.906043,81.034044,99.07702,61.047808,78.941558,100.144742,99.91933,100.039728
2015-12-07 15:09:00.647676,2015-12-07 15:32:00.855750,,20.046855,79.999621,101.049271,79.003232,80.017145,80.097898,80.428575,59.512041,60.018378,100.016172,180.051373,80.024167,80.233599,59.842425,59.932406,80.215379,99.719537
2015-12-07 15:16:40.846966,2015-12-07 15:38:21.230051,,19.948105,80.019218,80.006403,80.108487,79.902182,100.087168,79.998494,59.94173,81.202669,78.859412,60.047619,79.963144,79.97253,80.186833,80.014892,80.545302,99.578897
2015-12-07 15:23:20.906210,2015-12-07 15:45:01.179955,,19.900541,80.071241,79.980761,81.202669,78.859412,80.215379,99.719537,80.044437,60.166553,79.899726,80.194704,60.103051,79.794831,80.07133,79.957853,60.135596,119.956124
2015-12-07 15:29:40.915528,2015-12-07 15:51:21.160319,,20.052925,79.963144,79.97253,80.186833,80.014892,100.055318,80.068881,80.344045,59.556286,79.957853,80.12863,79.959462,79.949749,80.166218,79.88592,80.000042,79.982063
2015-12-07 15:36:01.081997,2015-12-07 15:57:41.172667,,20.194316,80.007154,59.799487,80.261394,99.781912,80.097571,79.8418,80.124758,60.07845,79.913393,80.007771,80.065762,79.917183,79.975684,80.033508,79.983753,100.006774
2015-12-07 15:42:41.062309,2015-12-07 16:03:41.201797,,20.161522,79.8418,60.09728,80.105928,99.86222,80.148152,79.925899,79.977704,59.965818,80.033508,79.983753,80.022935,60.031047,80.047622,79.962075,79.955145,80.01708
2015-12-07 15:48:21.131059,2015-12-07 16:10:01.261688,,20.047155,60.100997,119.879618,59.981573,80.042325,79.996474,100.057076,79.983598,59.962842,60.058975,100.056998,60.2134,79.752284,100.01081,59.96539,100.014858,80.006256
2015-12-07 15:55:41.205751,2015-12-07 16:16:21.332077,,19.960142,80.022935,60.031047,80.047622,99.94701,80.022853,59.964437,80.103852,59.969535,79.98336,79.996888,59.962679,80.014142,79.986663,60.074065,99.995025,80.044071
2015-12-07 16:01:21.214507,2015-12-07 16:22:41.291018,,20.04737,59.975483,80.070401,79.990238,79.93214,79.971854,100.016118,59.997234,80.026368,80.051268,80.084763,60.010803,79.868765,80.01943,100.016131,60.032209,99.965936
2015-12-07 16:09:21.817496,2015-12-07 16:31:41.408540,,19.400615,59.997234,80.026368,100.010153,80.03614,100.04201,83.007473,76.93708,60.000146,79.987372,100.028648,60.089667,80.003265,100.052067,60.037185,100.052246,99.883375
2015-12-07 16:13:41.251866,2015-12-07 16:35:41.426559,,20.079854,79.97615,99.949442,63.080177,97.274951,79.712642,79.965618,80.037981,80.03136,80.094983,79.980716,79.985246,79.980108,80.007446,79.968948,60.044917,100.004154
2015-12-07 16:20:01.292873,2015-12-07 16:42:01.496868,,19.981842,79.987372,80.00555,80.112765,80.003265,100.052067,60.037185,100.052246,59.934214,79.992976,80.987716,79.010726,60.032464,99.922465,60.086422,99.901145,100.103575
2015-12-07 16:26:21.455024,2015-12-07 16:48:41.411206,,20.277059,79.698412,79.935743,80.109751,99.976366,80.987716,79.010726,80.005274,59.963632,80.072445,79.934815,79.950576,81.019476,79.101637,79.961142,80.049405,119.902007
2015-12-07 16:32:41.414812,2015-12-07 16:55:41.455241,,19.962676,79.951279,120.127304,79.949655,80.070728,99.871593,80.148821,79.867315,60.032841,99.984481,80.031265,79.998436,60.078178,99.95937,60.068434,79.927369,120.010684
2015-12-07 16:39:01.476454,2015-12-07 17:00:41.458712,,19.995768,79.875825,80.148821,79.867315,80.066409,99.997385,79.967494,60.015735,81.814839,78.222709,79.9931,79.99573,79.971122,80.093307,59.961266,99.999759,79.995674
2015-12-07 16:45:21.459794,2015-12-07 17:07:21.492436,,20.972431,78.980744,80.070134,80.006281,79.954645,80.073159,99.920396,79.971122,59.974818,80.079755,79.918532,80.11687,79.960152,80.006291,79.974469,80.031185,100.021658
