departure,arrival,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2015-12-07 11:33:19.390176,2015-12-07 11:53:39.574459,,,,,79.968471,79.997718,60.07763,79.952979,60.034938,59.968834,83.041802,97.052619,80.085913,80.019366,59.967448,79.957505,60.002094,120.04341,40.077132,99.936424
2015-12-07 11:33:19.390176,2015-12-07 11:46:19.585486,,,,,,,,,,,79.968471,100.709171,79.323922,79.98982,60.069357,80.03602,39.945081,120.087104,60.009989,80.056375
2015-12-07 11:33:19.390176,2015-12-07 11:38:19.386974,,,,,,,,,,,,,,,,,59.936349,120.741293,39.366177,79.952979
2015-12-07 11:37:19.378611,2015-12-07 12:00:59.613695,,,120.043301,59.968834,100.041272,80.053149,80.085913,60.0238,79.963014,60.035925,79.923674,100.039108,79.965045,80.052813,60.095389,79.926593,40.187488,119.806274,60.082236,79.941256
2015-12-07 11:44:59.529111,2015-12-07 12:09:39.616776,,,120.028783,60.035925,99.93719,100.029894,80.068349,59.945207,80.023904,59.998078,80.042144,99.990386,100.027778,79.985751,59.989215,79.978214,40.119595,119.9575,59.914663,100.015089
2015-12-07 11:52:19.521646,2015-12-07 12:17:20.792081,,,120.030423,60.04369,100.160892,59.806498,80.044138,80.049462,60.078648,79.896318,79.978214,140.377109,79.614649,80.030658,60.101715,79.948664,60.028192,120.051682,59.955845,101.073638
2015-12-07 12:00:39.656749,2015-12-07 12:25:20.289737,,,100.984214,58.971045,120.052598,121.305882,79.786891,58.859397,60.04261,60.023338,79.942639,120.070707,79.990355,61.105656,59.976269,78.98754,60.017991,119.977404,60.104185,100.434267
2015-12-07 12:07:20.970488,2015-12-07 12:30:39.866021,,,118.661857,60.101715,99.960319,59.930984,80.072988,80.020092,60.088352,40.985286,79.070809,99.910289,80.064366,79.932552,79.994786,80.068874,39.945332,120.090905,59.969561,80.026466
2015-12-07 12:14:39.762598,2015-12-07 12:38:39.901473,,,120.044197,79.9233,100.025795,60.017991,80.011395,59.984821,60.017192,59.948432,80.043368,120.090905,79.928433,79.991021,60.006765,79.97027,60.128038,119.974067,60.035442,79.997443
2015-12-07 12:22:19.874966,2015-12-07 12:47:19.983914,,,139.929472,60.029319,119.97743,59.987739,99.999903,60.03198,79.990893,60.070678,79.892407,100.124389,80.076053,99.959495,59.983461,80.00357,40.006046,140.013982,60.375309,79.656822
